student_id,skill_name,proficiency,verified
S0025,Tableau,Advanced,True
S0025,MongoDB,Advanced,True
S0026,C++,Advanced,False
S0026,PHP,Intermediate,True
S0026,Kubernetes,Beginner,False
S0027,HTML/CSS,Intermediate,True
S0027,PHP,Beginner,False
S0027,Ruby,Beginner,False
S0027,C++,Advanced,True
S0028,GitHub Actions,Advanced,True
S0028,Angular,Advanced,False
S0028,AWS,Beginner,False
S0028,Communication,Advanced,True
S0028,TypeScript,Beginner,False
S0028,R,Beginner,False
S0028,JavaScript,Intermediate,True
S0029,Bootstrap,Intermediate,False
S0029,Java,Intermediate,False
S0029,Kubernetes,Intermediate,False
S0029,JIRA,Advanced,True
S0030,C++,Intermediate,True
S0030,Keras,Beginner,False
S0030,Git,Advanced,True
S0031,Scala,Intermediate,True
S0031,Computer Vision,Intermediate,True
S0031,GCP,Beginner,False
S0031,Git,Advanced,True
S0031,Deep Learning,Beginner,False
S0032,SIEM,Beginner,False
S0032,MLflow,Beginner,False
S0032,Embedded C,Advanced,True
S0033,SIEM,Intermediate,True
S0033,Django,Intermediate,False
S0033,SQL,Advanced,True
S0033,Next.js,Beginner,True
S0033,Redis,Intermediate,False
S0034,MLflow,Intermediate,True
S0034,PCB Design,Advanced,True
S0034,Embedded C,Intermediate,False
S0034,MySQL,Advanced,True
S0035,PHP,Beginner,False
S0035,Tableau,Advanced,False
S0035,Kotlin,Beginner,False
S0035,OpenCV,Intermediate,True
S0036,Django,Advanced,False
S0036,PCB Design,Intermediate,True
S0037,Vue.js,Intermediate,False
S0037,Kubernetes,Intermediate,True
S0037,JavaScript,Intermediate,False
S0037,PostgreSQL,Intermediate,True
S0038,Git,Advanced,False
S0039,Cryptography,Advanced,False
S0039,Hadoop,Advanced,False
S0039,GitHub Actions,Intermediate,True
S0039,PyTorch,Intermediate,False
S0039,Jenkins,Advanced,True
S0040,PCB Design,Intermediate,False
S0040,SIEM,Intermediate,False
S0040,Kotlin,Advanced,True
S0040,Network Security,Beginner,False
S0041,Linux,Advanced,True
S0041,Go,Advanced,True
S0041,Azure,Advanced,True
S0041,REST APIs,Intermediate,False
S0042,RTOS,Intermediate,True
S0042,Penetration Testing,Intermediate,False
S0042,Arduino,Intermediate,False
S0042,VHDL,Intermediate,False
S0043,VHDL,Intermediate,False
S0043,Communication,Intermediate,False
S0043,Raspberry Pi,Advanced,True
S0043,Verilog,Advanced,True
S0043,Java,Beginner,True
S0044,Apache Spark,Beginner,False
S0044,Pandas,Advanced,False
S0044,MLflow,Beginner,False
S0044,Embedded C,Intermediate,True
S0044,Kotlin,Beginner,False
S0044,Tableau,Beginner,False
S0044,Excel,Intermediate,False
S0045,TensorFlow,Intermediate,False
S0045,Vue.js,Beginner,False
S0046,SIEM,Beginner,True
S0047,Network Security,Advanced,True
S0047,Raspberry Pi,Beginner,False
S0048,GCP,Advanced,True
S0048,Arduino,Advanced,True
S0048,Scala,Beginner,False
S0048,Go,Intermediate,False
S0049,OpenCV,Beginner,False
S0049,MySQL,Intermediate,True
S0049,Deep Learning,Advanced,True
S0049,Redis,Beginner,True
S0049,GitHub Actions,Beginner,False
S0050,MLflow,Advanced,False
S0050,NLTK,Intermediate,False
S0050,Jenkins,Advanced,False
S0050,Keras,Beginner,False
S0051,Tableau,Advanced,False
S0052,R,Intermediate,False
S0052,Elasticsearch,Beginner,False
S0052,RTOS,Intermediate,True
S0053,Docker,Advanced,False
S0053,PostgreSQL,Advanced,False
S0053,Go,Intermediate,False
S0054,Scikit-learn,Advanced,True
S0054,SpaCy,Intermediate,True
S0054,Terraform,Advanced,True
S0054,Git,Intermediate,False
S0054,Linux,Intermediate,False
S0055,MongoDB,Intermediate,True
S0055,Scala,Intermediate,False
S0055,PyTorch,Beginner,False
S0055,Java,Intermediate,True
S0056,Git,Advanced,False
S0056,Swift,Advanced,False
S0056,Penetration Testing,Beginner,False
S0056,Redis,Intermediate,True
S0056,Express,Beginner,True
S0057,Agile,Advanced,True
S0057,Swift,Intermediate,False
S0057,Leadership,Intermediate,True
S0057,Embedded C,Beginner,False
S0057,Scala,Advanced,False
S0057,Communication,Intermediate,True
S0058,HTML/CSS,Beginner,True
S0058,Elasticsearch,Intermediate,True
S0058,Network Security,Beginner,False
S0058,TypeScript,Intermediate,True
S0059,Linux,Intermediate,True
S0059,VHDL,Intermediate,False
S0059,C++,Advanced,True
S0059,Azure,Advanced,False
S0059,RTOS,Advanced,False
S0060,Terraform,Intermediate,False
S0060,C,Intermediate,False
S0060,Network Security,Intermediate,False
S0060,NLTK,Advanced,True
S0061,Verilog,Advanced,False
S0061,Raspberry Pi,Beginner,True
S0061,Terraform,Advanced,True
S0061,Kubernetes,Intermediate,False
S0061,AWS,Beginner,False
S0062,R,Intermediate,True
S0062,PCB Design,Beginner,False
S0062,Tableau,Intermediate,False
S0063,Power BI,Beginner,True
S0063,Azure,Advanced,True
S0064,Penetration Testing,Intermediate,False
S0064,React,Beginner,False
S0064,Kotlin,Intermediate,True
S0065,Agile,Intermediate,False
S0065,OpenCV,Advanced,True
S0065,SQL,Intermediate,False
S0065,Project Management,Advanced,True
S0066,Project Management,Beginner,True
S0066,Agile,Intermediate,False
S0066,JavaScript,Intermediate,True
S0066,Go,Beginner,False
S0067,C,Advanced,True
S0067,Swift,Intermediate,False
S0067,Penetration Testing,Intermediate,False
S0068,Scrum,Intermediate,True
S0068,PHP,Intermediate,False
S0068,Agile,Intermediate,False
S0068,Raspberry Pi,Beginner,False
S0069,Spring Boot,Intermediate,False
S0069,Next.js,Intermediate,False
S0070,PHP,Intermediate,True
S0070,Terraform,Intermediate,False
S0070,Docker,Beginner,False
S0070,Linux,Advanced,True
S0071,Cryptography,Beginner,False
S0071,Elasticsearch,Beginner,False
S0071,Ruby,Beginner,False
S0072,MATLAB,Beginner,False
S0072,C++,Intermediate,False
S0072,PyTorch,Intermediate,True
S0073,Embedded C,Advanced,True
S0073,Express,Advanced,True
S0073,Project Management,Beginner,False
S0073,VHDL,Beginner,False
S0073,MS Office,Beginner,False
S0074,Pandas,Beginner,False
S0075,Linux,Advanced,False
S0076,Java,Advanced,True
S0076,Hadoop,Beginner,False
S0076,JIRA,Intermediate,False
S0077,RTOS,Intermediate,False
S0077,Arduino,Intermediate,False
S0077,Raspberry Pi,Intermediate,True
S0077,MATLAB,Advanced,False
S0078,R,Beginner,False
S0078,Arduino,Beginner,False
S0078,Azure,Advanced,True
S0079,SQL,Advanced,True
S0079,Terraform,Intermediate,False
S0079,GitHub Actions,Beginner,False
S0079,PyTorch,Beginner,False
S0080,Java,Intermediate,True
S0080,Power BI,Intermediate,True
S0080,Redis,Advanced,True
S0081,Verilog,Beginner,False
S0081,VHDL,Intermediate,False
S0081,Kotlin,Intermediate,False
S0082,MongoDB,Intermediate,True
S0082,Git,Beginner,False
S0082,R,Advanced,True
S0082,Terraform,Intermediate,True
S0082,Azure,Beginner,False
S0083,NumPy,Advanced,True
S0084,RTOS,Intermediate,False
S0084,SpaCy,Intermediate,True
S0084,Bootstrap,Advanced,True
S0085,MLflow,Beginner,False
S0085,Deep Learning,Advanced,True
S0086,Ethical Hacking,Intermediate,False
S0086,RTOS,Beginner,False
S0086,Python,Intermediate,False
S0087,Scrum,Beginner,True
S0087,Elasticsearch,Beginner,True
S0087,Python,Advanced,True
S0088,VHDL,Advanced,False
S0088,Embedded C,Intermediate,True
S0089,Tableau,Beginner,False
S0089,Apache Spark,Beginner,False
S0089,C,Beginner,False
S0089,GCP,Intermediate,False
S0089,Excel,Advanced,True
S0090,NumPy,Beginner,False
S0090,Keras,Advanced,True
S0090,Redis,Advanced,True
S0091,Computer Vision,Intermediate,True
S0091,MLflow,Intermediate,False
S0091,Excel,Advanced,True
S0091,Project Management,Beginner,False
S0092,Computer Vision,Beginner,False
S0092,REST APIs,Intermediate,True
S0092,PCB Design,Beginner,False
S0092,AWS,Intermediate,False
S0093,SQL,Intermediate,False
S0093,Next.js,Beginner,False
S0094,Raspberry Pi,Advanced,True
S0094,Java,Intermediate,False
S0094,Firewall Management,Advanced,True
S0095,Firewall Management,Beginner,False
S0095,C++,Intermediate,False
S0096,Redis,Beginner,False
S0096,Kubernetes,Advanced,True
S0096,Keras,Beginner,False
S0096,TypeScript,Advanced,True
S0097,Docker,Intermediate,True
S0097,Swift,Intermediate,False
S0098,Ruby,Beginner,False
S0098,React,Intermediate,True
S0098,Jenkins,Intermediate,False
S0098,Azure,Advanced,True
S0098,Verilog,Intermediate,True
S0098,Vue.js,Beginner,True
S0098,Git,Intermediate,False
S0099,Kotlin,Intermediate,False
S0099,Arduino,Intermediate,True
S0099,Linux,Beginner,False
S0100,JIRA,Advanced,False
S0100,C++,Intermediate,True
S0100,MongoDB,Intermediate,False
S0101,Git,Beginner,False
S0101,Vue.js,Beginner,False
S0101,MLflow,Advanced,True
S0101,Azure,Intermediate,False
S0102,MySQL,Intermediate,False
S0102,Raspberry Pi,Intermediate,True
S0103,Leadership,Beginner,True
S0103,MS Office,Advanced,False
S0104,Scrum,Intermediate,False
S0104,JIRA,Intermediate,True
S0104,GCP,Advanced,True
S0105,Next.js,Beginner,True
S0105,Flask,Intermediate,False
S0105,Keras,Intermediate,True
S0105,GraphQL,Advanced,False
S0106,Spring Boot,Intermediate,True
S0106,AWS,Intermediate,True
S0106,Raspberry Pi,Beginner,False
S0106,Embedded C,Beginner,True
S0106,Go,Intermediate,False
S0106,RTOS,Intermediate,False
S0107,PCB Design,Advanced,True
S0107,GitHub Actions,Advanced,True
S0107,Jenkins,Advanced,True
S0107,PostgreSQL,Intermediate,False
S0107,C++,Beginner,False
S0107,Redis,Intermediate,False
S0108,AWS,Beginner,True
S0108,SIEM,Intermediate,False
S0108,Azure,Intermediate,False
S0109,Go,Intermediate,False
S0109,Azure,Beginner,True
S0109,GCP,Beginner,False
S0110,Leadership,Advanced,True
S0110,Arduino,Beginner,False
S0110,MS Office,Beginner,False
S0111,Node.js,Beginner,False
S0111,Docker,Beginner,False
S0111,Computer Vision,Intermediate,True
S0111,NumPy,Advanced,True
S0111,CI/CD,Beginner,False
S0111,Embedded C,Advanced,False
S0112,Ruby,Intermediate,True
S0112,PostgreSQL,Intermediate,True
S0112,PCB Design,Advanced,True
S0112,Rust,Beginner,False
S0113,SpaCy,Intermediate,False
S0113,Hadoop,Intermediate,True
S0113,Elasticsearch,Advanced,True
S0113,MLflow,Intermediate,False
S0114,TypeScript,Beginner,False
S0115,Jenkins,Intermediate,False
S0115,HTML/CSS,Beginner,False
S0115,Java,Intermediate,False
S0115,Keras,Beginner,False
S0115,Vue.js,Advanced,True
S0115,Communication,Advanced,False
S0116,Jenkins,Intermediate,False
S0116,Communication,Intermediate,False
S0116,JIRA,Intermediate,False
S0116,Docker,Intermediate,True
S0116,Kotlin,Intermediate,False
S0116,C,Intermediate,True
S0117,Network Security,Intermediate,True
S0117,PCB Design,Advanced,True
S0117,Penetration Testing,Advanced,True
S0117,C,Advanced,True
S0118,PCB Design,Intermediate,True
S0118,JIRA,Intermediate,True
S0118,Embedded C,Beginner,False
S0118,JavaScript,Intermediate,False
S0118,Scrum,Advanced,True
S0118,Next.js,Advanced,True
S0119,PHP,Beginner,False
S0119,Excel,Intermediate,False
S0119,MLflow,Beginner,True
S0119,Scala,Advanced,True
S0120,PHP,Intermediate,False
S0120,C++,Beginner,False
S0120,RTOS,Intermediate,True
S0120,Raspberry Pi,Beginner,False
S0121,SQL,Beginner,False
S0122,Docker,Intermediate,False
S0123,Network Security,Intermediate,False
S0123,GCP,Advanced,True
S0123,SQL,Beginner,True
S0123,Penetration Testing,Beginner,False
S0124,Project Management,Beginner,False
S0124,JavaScript,Beginner,True
S0124,Java,Intermediate,True
S0124,C,Intermediate,False
S0125,AWS,Beginner,False
S0125,Linux,Intermediate,False
S0125,Spring Boot,Advanced,False
S0126,JIRA,Beginner,False
S0126,SQL,Beginner,False
S0126,Go,Beginner,False
S0127,MS Office,Beginner,False
S0128,TypeScript,Beginner,False
S0128,SQL,Advanced,False
S0128,Penetration Testing,Beginner,False
S0128,PyTorch,Intermediate,True
S0128,Tableau,Advanced,False
S0128,Java,Intermediate,False
S0128,SpaCy,Advanced,True
S0129,HTML/CSS,Beginner,False
S0129,REST APIs,Intermediate,True
S0129,Kotlin,Advanced,True
S0129,AWS,Intermediate,True
S0129,GCP,Advanced,True
S0130,Project Management,Advanced,True
S0131,Excel,Intermediate,False
S0131,Hugging Face,Advanced,True
S0131,Cryptography,Intermediate,False
S0132,NumPy,Intermediate,True
S0132,TensorFlow,Beginner,False
S0132,NLTK,Beginner,False
S0132,Elasticsearch,Beginner,False
S0133,Go,Advanced,False
S0133,Docker,Intermediate,True
S0133,PyTorch,Advanced,True
S0133,GCP,Advanced,False
S0134,RTOS,Advanced,True
S0134,Firewall Management,Advanced,True
S0134,Ruby,Beginner,False
S0135,Scikit-learn,Advanced,True
S0135,Azure,Intermediate,False
S0135,PostgreSQL,Advanced,True
S0136,PHP,Beginner,True
S0137,Computer Vision,Intermediate,False
S0137,MongoDB,Beginner,False
S0137,PHP,Advanced,False
S0138,MySQL,Intermediate,False
S0138,GCP,Intermediate,False
S0139,GitHub Actions,Intermediate,False
S0139,Ethical Hacking,Intermediate,False
S0139,NumPy,Intermediate,False
S0139,MS Office,Intermediate,False
S0139,PCB Design,Advanced,True
S0140,Scala,Intermediate,True
S0140,Raspberry Pi,Advanced,True
S0140,Keras,Intermediate,True
S0141,AWS,Advanced,True
S0141,GitHub Actions,Advanced,True
S0141,Elasticsearch,Intermediate,True
S0141,Docker,Beginner,False
S0142,Scrum,Beginner,False
S0142,Leadership,Beginner,False
S0142,Arduino,Intermediate,True
S0143,Elasticsearch,Beginner,False
S0143,JavaScript,Intermediate,False
S0143,MySQL,Beginner,False
S0143,Hadoop,Advanced,True
S0144,Scikit-learn,Beginner,False
S0144,REST APIs,Intermediate,False
S0144,Node.js,Intermediate,False
S0144,Tableau,Advanced,True
S0144,Angular,Intermediate,False
S0145,JavaScript,Intermediate,True
S0145,Embedded C,Intermediate,False
S0145,Verilog,Intermediate,False
S0145,C,Intermediate,True
S0145,Jenkins,Beginner,False
S0146,Scrum,Advanced,True
S0146,Kotlin,Beginner,False
S0146,Git,Beginner,False
S0146,Python,Beginner,False
S0146,SQL,Intermediate,True
S0147,NLP,Advanced,False
S0147,JIRA,Intermediate,False
S0147,Deep Learning,Beginner,False
S0147,Apache Spark,Intermediate,True
S0147,MLflow,Intermediate,False
S0147,SQL,Advanced,True
S0148,AWS,Intermediate,False
S0149,Firewall Management,Intermediate,False
S0149,GraphQL,Intermediate,True
S0149,PCB Design,Advanced,True
S0149,Cryptography,Advanced,True
S0150,Docker,Advanced,True
S0150,Kotlin,Advanced,False
S0150,Azure,Intermediate,False
S0150,Verilog,Intermediate,True
S0151,Power BI,Intermediate,False
S0151,Kotlin,Advanced,False
S0151,SIEM,Intermediate,False
S0151,MATLAB,Intermediate,True
S0151,MySQL,Advanced,True
S0152,TypeScript,Beginner,False
S0152,C++,Beginner,False
S0153,R,Beginner,False
S0153,Docker,Intermediate,True
S0153,Linux,Intermediate,False
S0154,JavaScript,Beginner,False
S0154,PCB Design,Beginner,False
S0154,MATLAB,Intermediate,True
S0154,Verilog,Advanced,True
S0155,PCB Design,Intermediate,True
S0155,JIRA,Intermediate,True
S0155,R,Intermediate,False
S0156,Apache Spark,Intermediate,False
S0156,PCB Design,Intermediate,False
S0156,Raspberry Pi,Intermediate,True
S0157,Kotlin,Intermediate,True
S0157,VHDL,Beginner,False
S0157,Cryptography,Advanced,False
S0157,Raspberry Pi,Intermediate,False
S0157,SQL,Beginner,False
S0158,Scrum,Beginner,False
S0158,Apache Spark,Intermediate,False
S0158,Kotlin,Beginner,True
S0158,MS Office,Intermediate,False
S0158,JIRA,Beginner,False
S0158,C,Intermediate,False
S0158,HTML/CSS,Beginner,False
S0159,PostgreSQL,Beginner,False
S0159,Redis,Intermediate,False
S0159,Docker,Intermediate,False
S0159,Flask,Intermediate,False
S0159,NumPy,Advanced,True
S0160,Terraform,Intermediate,True
S0160,CI/CD,Intermediate,True
S0160,C,Intermediate,True
S0160,PCB Design,Intermediate,True
S0160,Excel,Advanced,True
S0161,Jenkins,Intermediate,True
S0161,MySQL,Advanced,True
S0161,TypeScript,Beginner,False
S0161,Spring Boot,Intermediate,True
S0162,GitHub Actions,Beginner,True
S0162,Linux,Beginner,False
S0162,C++,Intermediate,True
S0162,Kubernetes,Advanced,True
S0162,PHP,Advanced,False
S0162,R,Beginner,False
S0162,Embedded C,Beginner,False
S0163,C,Beginner,False
S0163,GitHub Actions,Advanced,False
S0163,SIEM,Intermediate,True
S0164,SpaCy,Intermediate,True
S0164,CI/CD,Intermediate,False
S0164,React,Intermediate,False
S0165,PyTorch,Beginner,False
S0165,GCP,Advanced,True
S0165,Docker,Intermediate,True
S0165,Apache Spark,Intermediate,False
S0166,Rust,Intermediate,False
S0167,Spring Boot,Advanced,False
S0167,JavaScript,Advanced,True
S0167,CI/CD,Intermediate,False
S0167,C++,Intermediate,False
S0167,Go,Beginner,True
S0168,Penetration Testing,Beginner,False
S0168,C,Intermediate,True
S0169,MySQL,Intermediate,True
S0169,Apache Spark,Advanced,False
S0169,Redis,Beginner,False
S0169,Swift,Beginner,False
S0170,CI/CD,Intermediate,True
S0170,PHP,Intermediate,False
S0170,C,Advanced,True
S0170,JavaScript,Intermediate,False
S0170,Verilog,Beginner,False
S0171,Keras,Intermediate,True
S0171,GitHub Actions,Intermediate,False
S0171,GCP,Advanced,True
S0171,Scikit-learn,Beginner,False
S0171,Deep Learning,Intermediate,False
S0172,Scrum,Intermediate,False
S0172,Agile,Advanced,True
S0172,Excel,Intermediate,False
S0172,Ruby,Intermediate,False
S0172,Scala,Beginner,False
S0173,Elasticsearch,Intermediate,False
S0173,Excel,Intermediate,True
S0173,Raspberry Pi,Intermediate,True
S0173,Jenkins,Advanced,True
S0173,C,Advanced,True
S0173,Kubernetes,Advanced,False
S0173,Leadership,Beginner,False
S0174,JIRA,Advanced,True
S0174,Java,Advanced,True
S0174,GitHub Actions,Beginner,False
S0175,Kotlin,Intermediate,True
S0175,Arduino,Advanced,True
S0175,VHDL,Intermediate,False
S0175,Swift,Advanced,True
S0176,Computer Vision,Beginner,False
S0176,Spring Boot,Beginner,False
S0176,Jenkins,Beginner,False
S0176,Kotlin,Intermediate,True
S0176,Rust,Advanced,True
S0177,JIRA,Beginner,False
S0177,Verilog,Advanced,True
S0177,Project Management,Intermediate,False
S0177,Scrum,Intermediate,False
S0178,Arduino,Advanced,False
S0178,AWS,Beginner,True
S0178,Azure,Beginner,True
S0178,CI/CD,Beginner,False
S0178,Agile,Beginner,True
S0179,NLTK,Beginner,False
S0179,RTOS,Beginner,False
S0179,TensorFlow,Intermediate,False
S0179,Java,Advanced,True
S0180,Power BI,Intermediate,False
S0180,Express,Intermediate,False
S0180,Kubernetes,Beginner,False
S0181,Computer Vision,Advanced,False
S0181,MongoDB,Intermediate,False
S0181,Django,Intermediate,True
S0181,Rust,Intermediate,True
S0181,Redis,Beginner,False
S0182,Scala,Beginner,False
S0182,PyTorch,Advanced,True
S0182,Ethical Hacking,Beginner,False
S0182,Scikit-learn,Beginner,False
S0182,Swift,Beginner,True
S0183,Scrum,Beginner,False
S0183,Raspberry Pi,Beginner,False
S0183,Arduino,Beginner,False
S0184,Cryptography,Intermediate,False
S0184,Redis,Advanced,False
S0184,Hadoop,Intermediate,True
S0184,TensorFlow,Advanced,True
S0185,Hugging Face,Advanced,True
S0185,HTML/CSS,Beginner,False
S0185,TensorFlow,Advanced,True
S0185,Power BI,Advanced,False
S0185,Java,Advanced,True
S0185,SIEM,Advanced,True
S0186,RTOS,Intermediate,False
S0186,GraphQL,Intermediate,False
S0186,Kubernetes,Intermediate,False
S0186,Embedded C,Beginner,False
S0186,Bootstrap,Advanced,False
S0186,Arduino,Advanced,True
S0187,Vue.js,Intermediate,True
S0187,React,Beginner,False
S0187,MATLAB,Intermediate,True
S0188,NumPy,Advanced,True
S0188,GraphQL,Intermediate,False
S0188,MLflow,Intermediate,True
S0188,Jenkins,Intermediate,True
S0188,Bootstrap,Beginner,True
S0188,Apache Spark,Advanced,True
S0189,PostgreSQL,Intermediate,True
S0189,MS Office,Advanced,False
S0189,Tableau,Intermediate,True
S0189,Communication,Intermediate,True
S0190,RTOS,Intermediate,False
S0190,JIRA,Intermediate,False
S0190,Raspberry Pi,Intermediate,False
S0191,JIRA,Intermediate,False
S0191,Arduino,Intermediate,False
S0191,Keras,Intermediate,False
S0192,Git,Intermediate,False
S0192,Excel,Intermediate,False
S0192,NumPy,Intermediate,False
S0193,SIEM,Beginner,False
S0193,Apache Spark,Intermediate,True
S0194,OpenCV,Advanced,False
S0194,Terraform,Beginner,False
S0194,Penetration Testing,Intermediate,True
S0194,Power BI,Intermediate,False
S0194,Keras,Advanced,True
S0195,Swift,Intermediate,False
S0195,PyTorch,Intermediate,False
S0196,Terraform,Intermediate,True
S0196,PHP,Advanced,True
S0197,JIRA,Beginner,False
S0197,MS Office,Advanced,True
S0198,MySQL,Intermediate,False
S0198,Python,Beginner,False
S0198,Django,Intermediate,False
S0198,Deep Learning,Intermediate,False
S0198,SIEM,Advanced,False
S0198,Swift,Advanced,True
S0199,Java,Intermediate,True
S0199,Tableau,Intermediate,False
S0199,TypeScript,Advanced,True
S0200,Git,Advanced,True
S0200,Jenkins,Beginner,False
S0200,VHDL,Intermediate,False
S0200,PyTorch,Intermediate,False
S0200,Scala,Beginner,True
S0200,RTOS,Beginner,True
S0201,Keras,Intermediate,False
S0201,NLP,Advanced,True
S0201,Linux,Intermediate,True
S0201,JIRA,Intermediate,True
S0202,Spring Boot,Intermediate,False
S0202,Firewall Management,Beginner,False
S0202,NLP,Beginner,False
S0202,Jenkins,Advanced,True
S0203,Next.js,Intermediate,False
S0203,Azure,Beginner,False
S0203,MS Office,Beginner,False
S0203,GCP,Intermediate,True
S0204,Excel,Intermediate,False
S0204,Firewall Management,Intermediate,False
S0204,Power BI,Intermediate,True
S0205,Azure,Intermediate,False
S0205,Express,Intermediate,False
S0206,PyTorch,Intermediate,False
S0206,Pandas,Advanced,True
S0206,Scikit-learn,Intermediate,False
S0207,JIRA,Intermediate,False
S0207,Rust,Intermediate,False
S0207,MLflow,Beginner,False
S0207,Kubernetes,Advanced,True
S0208,Azure,Beginner,False
S0208,Raspberry Pi,Advanced,True
S0208,PHP,Intermediate,False
S0208,Power BI,Beginner,False
S0209,Linux,Intermediate,True
S0209,NumPy,Beginner,True
S0210,NumPy,Beginner,False
S0210,SQL,Intermediate,True
S0210,Scikit-learn,Advanced,True
S0210,Agile,Intermediate,True
S0211,GitHub Actions,Intermediate,True
S0211,Embedded C,Beginner,False
S0211,Terraform,Intermediate,False
S0211,MLflow,Beginner,False
S0211,PHP,Advanced,True
S0212,Python,Advanced,False
S0212,Elasticsearch,Beginner,False
S0212,TensorFlow,Intermediate,True
S0212,Leadership,Intermediate,True
S0212,R,Intermediate,False
S0213,Ruby,Advanced,True
S0213,Git,Intermediate,False
S0213,Terraform,Beginner,False
S0213,TensorFlow,Intermediate,False
S0214,React,Advanced,True
S0214,C++,Intermediate,True
S0214,Hugging Face,Intermediate,True
S0214,Apache Spark,Intermediate,False
S0215,OpenCV,Intermediate,True
S0216,Apache Spark,Advanced,True
S0216,Linux,Intermediate,False
S0216,Java,Advanced,True
S0216,Jenkins,Intermediate,True
S0216,TypeScript,Beginner,False
S0217,React,Beginner,False
S0217,NumPy,Beginner,False
S0217,PCB Design,Intermediate,True
S0218,PHP,Beginner,False
S0218,TypeScript,Intermediate,False
S0218,Firewall Management,Beginner,False
S0218,React,Advanced,False
S0219,Hugging Face,Intermediate,False
S0219,Penetration Testing,Advanced,True
S0219,Power BI,Intermediate,False
S0219,JavaScript,Beginner,False
S0220,Agile,Beginner,False
S0220,C,Intermediate,False
S0221,Git,Beginner,False
S0221,Pandas,Intermediate,True
S0221,PyTorch,Intermediate,False
S0221,Docker,Beginner,False
S0222,R,Advanced,True
S0222,Scrum,Intermediate,True
S0222,Jenkins,Intermediate,False
S0223,Node.js,Intermediate,False
S0223,GCP,Intermediate,False
S0224,MySQL,Intermediate,True
S0224,Angular,Beginner,False
S0225,MongoDB,Beginner,False
S0225,C++,Beginner,True
S0226,Arduino,Advanced,True
S0227,Scala,Intermediate,False
S0227,Django,Intermediate,True
S0227,Jenkins,Intermediate,False
S0227,GCP,Intermediate,True
S0227,MLflow,Intermediate,True
S0227,React,Advanced,True
S0228,Hadoop,Intermediate,False
S0228,MS Office,Intermediate,True
S0229,PostgreSQL,Beginner,False
S0229,Git,Beginner,False
S0229,Kotlin,Intermediate,False
S0230,JavaScript,Beginner,False
S0230,AWS,Beginner,False
