student_id,cgpa,cgpa_normalized,10th_normalized,12th_normalized,backlogs_history,active_backlogs,department,num_certs,num_global_premium,num_global_standard,num_national,num_local,max_cert_tier,num_projects,max_project_complexity,num_advanced_projects,num_deployed,num_with_github,total_project_weeks,num_internships,total_internship_months,max_internship_tier,num_papers,max_paper_tier,num_first_author,num_skills,num_advanced_skills,num_verified_skills
SRM_STA_007,8.01,0.8009999999999999,0.856,0.682,0,0,AIML,1,0,0,1,0,2,2,2,0,0,2,13,2,3.0,3,0,0,0,6,4,3
SRM_STA_007_V2,8.01,0.8009999999999999,0.856,0.682,0,0,AIML,1,0,1,0,0,3,2,2,0,1,2,7,2,9.0,5,0,0,0,6,2,1
SRM_STA_008,8.04,0.8039999999999999,0.757,0.8009999999999999,0,0,AIML,3,2,0,0,1,4,2,2,0,2,1,15,0,0.0,0,0,0,0,10,3,4
SRM_STA_008_V2,8.04,0.8039999999999999,0.757,0.8009999999999999,0,0,IT,3,0,1,1,1,3,2,2,0,2,1,20,0,0.0,0,0,0,0,10,4,5
SRM_STA_009,7.42,0.742,0.682,0.722,0,0,AIML,3,0,0,1,2,2,2,3,1,0,2,18,1,2.0,2,0,0,0,8,1,5
SRM_STA_009_V2,7.42,0.742,0.682,0.722,0,0,AIML,3,1,0,1,1,4,2,2,0,0,2,18,1,2.0,4,0,0,0,8,3,5
SRM_STA_010,7.69,0.769,0.773,0.8320000000000001,0,0,IT,3,2,1,0,0,4,2,2,0,0,2,14,1,2.0,3,0,0,0,5,2,5
SRM_STA_010_V2,7.69,0.769,0.773,0.8320000000000001,0,0,IT,3,3,0,0,0,4,2,3,1,1,0,19,1,2.0,3,0,0,0,5,1,5
SRM_STA_011,8.61,0.861,0.946,0.9309999999999999,0,0,CSE,1,0,0,0,1,1,2,3,1,1,2,16,2,5.0,5,0,0,0,9,4,7
SRM_STA_011_V2,8.61,0.861,0.946,0.9309999999999999,0,0,ECE,1,0,0,0,1,1,2,3,1,0,0,16,2,12.0,4,0,0,0,9,3,7
SRM_STA_012,6.65,0.665,0.638,0.6920000000000001,0,0,AIML,3,1,0,0,2,4,3,3,2,1,2,27,0,0.0,0,0,0,0,9,5,5
SRM_STA_012_V2,6.65,0.665,0.638,0.6920000000000001,0,0,AIML,3,1,0,1,1,4,3,2,0,3,3,26,0,0.0,0,0,0,0,9,2,6
SRM_STA_013,7.4,0.74,0.7070000000000001,0.8140000000000001,0,0,CSE,3,1,1,0,1,4,2,1,0,1,2,12,0,0.0,0,0,0,0,7,2,6
SRM_STA_013_V2,7.4,0.74,0.7070000000000001,0.8140000000000001,0,0,ECE,3,0,2,1,0,3,2,1,0,1,1,14,0,0.0,0,0,0,0,7,3,6
SRM_STA_014,7.17,0.717,0.706,0.795,0,0,AIDS,1,0,0,0,1,1,2,1,0,0,2,16,1,1.0,2,0,0,0,4,1,2
SRM_STA_014_V2,7.17,0.717,0.706,0.795,0,0,CSE,1,0,0,1,0,2,2,1,0,1,2,13,1,2.0,3,0,0,0,4,0,2
SRM_STA_015,6.88,0.688,0.634,0.613,0,0,CSE,4,2,1,1,0,4,2,3,1,0,2,22,2,7.0,4,0,0,0,10,3,5
SRM_STA_015_V2,6.88,0.688,0.634,0.613,0,0,CSE,4,2,1,0,1,4,2,2,0,1,1,18,2,2.0,5,0,0,0,10,3,7
SRM_STA_016,7.64,0.764,0.828,0.779,0,0,CSE,4,0,1,1,2,3,2,3,1,2,2,21,0,0.0,0,0,0,0,4,2,2
SRM_STA_016_V2,7.64,0.764,0.828,0.779,0,0,CSE,4,0,2,2,0,3,2,3,1,1,1,19,0,0.0,0,0,0,0,4,2,1
SRM_STA_017,7.3,0.73,0.7809999999999999,0.797,0,1,IT,3,0,0,3,0,2,2,3,1,1,1,12,1,2.0,5,0,0,0,4,2,3
SRM_STA_017_V2,7.3,0.73,0.7809999999999999,0.797,0,1,IT,3,0,1,1,1,3,2,3,1,1,1,17,1,6.0,4,0,0,0,4,0,2
SRM_STA_018,9.06,0.906,0.818,0.8220000000000001,0,0,CSE,2,1,0,0,1,4,3,3,1,3,3,21,0,0.0,0,0,0,0,4,2,3
SRM_STA_018_V2,9.06,0.906,0.818,0.8220000000000001,0,0,CSE,2,1,0,0,1,4,3,3,1,2,2,25,0,0.0,0,0,0,0,4,2,2
SRM_STA_019,7.92,0.792,0.727,0.721,0,0,CSE,2,0,0,2,0,2,3,2,0,2,2,20,0,0.0,0,0,0,0,8,2,5
SRM_STA_019_V2,7.92,0.792,0.727,0.721,0,0,CSE,2,2,0,0,0,4,3,3,1,3,3,22,0,0.0,0,0,0,0,8,1,6
SRM_STA_020,6.95,0.6950000000000001,0.643,0.6609999999999999,0,1,AIML,3,1,1,1,0,4,3,3,1,1,3,21,1,2.0,3,0,0,0,9,0,6
SRM_STA_020_V2,6.95,0.6950000000000001,0.643,0.6609999999999999,0,1,AIML,3,1,0,1,1,4,3,3,2,0,2,19,1,6.0,5,0,0,0,9,4,7
SRM_STA_021,7.78,0.778,0.759,0.682,0,0,CSE,3,1,0,1,1,4,2,2,0,0,1,15,2,9.0,5,0,0,0,6,1,4
SRM_STA_021_V2,7.78,0.778,0.759,0.682,0,0,CSE,3,2,1,0,0,4,2,3,1,1,1,8,2,4.0,2,0,0,0,6,3,1
SRM_STA_022,7.87,0.787,0.903,0.807,0,0,IT,2,1,1,0,0,4,2,2,0,1,2,13,0,0.0,0,0,0,0,4,1,3
SRM_STA_022_V2,7.87,0.787,0.903,0.807,0,0,IT,2,2,0,0,0,4,2,3,1,1,0,9,0,0.0,0,0,0,0,4,3,2
SRM_STA_023,7.56,0.756,0.805,0.72,0,0,AIML,1,0,1,0,0,3,2,3,1,2,1,8,0,0.0,0,0,0,0,9,1,5
SRM_STA_023_V2,7.56,0.756,0.805,0.72,0,0,AIML,1,0,0,1,0,2,2,2,0,1,2,13,0,0.0,0,0,0,0,9,2,5
SRM_STA_024,7.13,0.713,0.74,0.779,0,1,ECE,1,0,1,0,0,3,2,3,1,1,2,15,0,0.0,0,0,0,0,6,4,4
SRM_STA_024_V2,7.13,0.713,0.74,0.779,0,1,ECE,1,0,1,0,0,3,2,2,0,2,2,15,0,0.0,0,0,0,0,6,4,3
SRM_STA_025,8.18,0.818,0.8909999999999999,0.836,0,0,CSE,3,1,0,1,1,4,2,2,0,1,2,17,0,0.0,0,0,0,0,8,5,5
SRM_STA_025_V2,8.18,0.818,0.8909999999999999,0.836,0,0,CSE,3,1,1,0,1,4,2,3,1,0,1,16,0,0.0,0,0,0,0,8,5,6
SRM_STA_026,8.57,0.857,0.97,0.899,0,0,IT,3,2,0,0,1,4,2,3,2,2,1,14,2,3.0,3,0,0,0,9,3,7
SRM_STA_026_V2,8.57,0.857,0.97,0.899,0,0,IT,3,0,1,1,1,3,2,2,0,0,1,21,2,7.0,3,0,0,0,9,0,5
SRM_STA_027,7.42,0.742,0.797,0.722,0,0,AIML,4,2,1,0,1,4,3,3,1,2,3,17,0,0.0,0,0,0,0,10,3,7
SRM_STA_027_V2,7.42,0.742,0.797,0.722,0,0,AIML,4,1,3,0,0,4,3,3,1,3,3,25,0,0.0,0,0,0,0,10,2,10
SRM_STA_028,8.21,0.8210000000000001,0.7759999999999999,0.903,0,0,CSE,2,0,1,1,0,3,2,3,1,1,1,14,2,2.0,5,0,0,0,9,3,6
SRM_STA_028_V2,8.21,0.8210000000000001,0.7759999999999999,0.903,0,0,CSE,2,1,0,0,1,4,2,2,0,1,1,15,2,3.0,4,0,0,0,9,2,3
SRM_STA_029,7.16,0.716,0.73,0.737,0,0,CSE,2,0,1,1,0,3,2,3,2,2,2,11,1,6.0,4,0,0,0,6,2,4
SRM_STA_029_V2,7.16,0.716,0.73,0.737,0,0,ECE,2,0,2,0,0,3,2,2,0,1,2,21,1,2.0,2,0,0,0,6,0,2
SRM_STA_030,6.24,0.624,0.564,0.606,0,0,AIML,4,2,1,1,0,4,2,3,1,2,1,13,0,0.0,0,0,0,0,9,4,5
SRM_STA_030_V2,6.24,0.624,0.564,0.606,0,0,AIML,4,4,0,0,0,4,2,3,1,2,2,11,0,0.0,0,0,0,0,9,4,4
SRM_STA_031,7.59,0.759,0.614,0.679,0,0,CSE,1,0,0,0,1,1,3,3,2,2,3,29,0,0.0,0,0,0,0,8,3,6
SRM_STA_031_V2,7.59,0.759,0.614,0.679,0,0,CSE,1,1,0,0,0,4,3,2,0,0,2,21,0,0.0,0,0,0,0,8,4,7
SRM_STA_032,7.55,0.755,0.75,0.6920000000000001,0,0,CSE,3,1,1,1,0,4,3,3,1,3,3,26,2,8.0,4,0,0,0,5,0,3
SRM_STA_032_V2,7.55,0.755,0.75,0.6920000000000001,0,0,CSE,3,1,0,1,1,4,3,3,1,2,1,21,2,3.0,3,0,0,0,5,1,2
SRM_STA_033,7.9,0.79,0.795,0.845,0,0,IT,3,0,0,2,1,2,2,3,1,1,1,12,1,2.0,4,0,0,0,7,1,2
SRM_STA_033_V2,7.9,0.79,0.795,0.845,0,0,ECE,3,1,0,1,1,4,2,1,0,1,2,14,1,2.0,5,0,0,0,7,4,4
SRM_STA_034,7.47,0.747,0.893,0.8320000000000001,0,0,CSE,4,0,1,1,2,3,2,3,2,0,1,16,0,0.0,0,0,0,0,4,2,3
SRM_STA_034_V2,7.47,0.747,0.893,0.8320000000000001,0,0,CSE,4,1,0,1,2,4,2,2,0,2,2,17,0,0.0,0,0,0,0,4,0,3
SRM_STA_035,8.04,0.8039999999999999,0.706,0.821,0,0,IT,2,2,0,0,0,4,2,3,1,1,2,14,1,2.0,2,0,0,0,8,3,6
SRM_STA_035_V2,8.04,0.8039999999999999,0.706,0.821,0,0,IT,2,1,0,1,0,4,2,3,1,2,1,17,1,2.0,3,0,0,0,8,4,7
SRM_STA_036,6.25,0.625,0.614,0.669,0,1,AIML,3,1,0,0,2,4,2,3,1,2,2,17,0,0.0,0,0,0,0,6,1,4
SRM_STA_036_V2,6.25,0.625,0.614,0.669,0,1,AIML,3,2,1,0,0,4,2,3,2,1,0,15,0,0.0,0,0,0,0,6,1,5
SRM_STA_037,8.01,0.8009999999999999,0.909,0.8109999999999999,0,0,AIDS,2,0,0,0,2,1,2,3,1,2,2,14,1,1.0,3,0,0,0,10,3,7
SRM_STA_037_V2,8.01,0.8009999999999999,0.909,0.8109999999999999,0,0,IT,2,0,0,2,0,2,2,3,1,1,2,14,1,3.0,5,0,0,0,10,2,9
SRM_STA_038,7.5,0.75,0.764,0.804,0,0,AIDS,3,2,0,1,0,4,2,2,0,2,2,14,0,0.0,0,0,0,0,8,4,6
SRM_STA_038_V2,7.5,0.75,0.764,0.804,0,0,ECE,3,0,1,1,1,3,2,2,0,1,1,9,0,0.0,0,0,0,0,8,3,5
SRM_STA_039,6.05,0.605,0.61,0.5579999999999999,0,0,AIML,4,2,0,1,1,4,2,3,1,1,1,12,0,0.0,0,0,0,0,8,6,6
SRM_STA_039_V2,6.05,0.605,0.61,0.5579999999999999,0,0,CSE,4,0,1,3,0,3,2,2,0,0,2,13,0,0.0,0,0,0,0,8,3,4
SRM_STA_040,6.62,0.662,0.5539999999999999,0.633,0,0,AIML,3,0,1,0,2,3,2,3,1,1,2,11,0,0.0,0,0,0,0,7,5,6
SRM_STA_040_V2,6.62,0.662,0.5539999999999999,0.633,0,0,AIML,3,2,0,1,0,4,2,3,1,0,2,14,0,0.0,0,0,0,0,7,2,4
SRM_STA_041,9.68,0.968,0.805,0.99,0,1,IT,3,1,0,1,1,4,5,3,1,2,5,47,2,4.0,4,0,0,0,8,3,4
SRM_STA_042,6.17,0.617,0.856,0.667,0,1,CSE,3,0,0,0,3,1,5,3,1,2,5,27,2,3.0,3,0,0,0,8,1,5
SRM_STA_043,7.61,0.761,0.94,0.82,0,1,CSE,2,0,0,2,0,2,5,3,4,1,2,52,1,1.0,4,0,0,0,8,1,6
SRM_STA_044,7.55,0.755,0.654,0.802,0,1,IT,3,2,0,0,1,4,5,3,1,3,3,37,1,3.0,2,0,0,0,8,4,5
SRM_STA_045,6.77,0.6769999999999999,0.752,0.682,0,1,AIML,4,1,0,2,1,4,5,2,0,1,1,32,1,6.0,3,0,0,0,8,2,3
SRM_STA_046,6.03,0.603,0.99,0.609,0,1,IT,3,0,1,1,1,3,5,3,3,0,3,44,2,4.0,5,0,0,0,8,3,6
SRM_STA_047,6.52,0.6519999999999999,0.7090000000000001,0.6659999999999999,0,1,IT,3,0,1,1,1,3,5,3,1,3,2,34,1,6.0,3,0,0,0,8,3,5
SRM_STA_048,8.68,0.868,0.816,0.821,0,1,CSE,3,0,0,0,3,1,5,3,1,2,3,36,1,3.0,2,0,0,0,8,1,2
SRM_STA_049,6.91,0.6910000000000001,0.84,0.725,0,1,AIML,4,2,1,1,0,4,5,3,1,2,3,40,1,1.0,4,0,0,0,8,2,6
SRM_STA_050,6.48,0.648,0.8220000000000001,0.867,0,2,IT,3,0,1,1,1,3,5,3,3,1,5,42,1,6.0,2,0,0,0,8,1,6
SRM_STA_051,6.32,0.632,0.826,0.5920000000000001,0,1,AIML,3,1,0,0,2,4,5,3,3,2,4,43,2,7.0,3,0,0,0,8,2,5
SRM_STA_052,9.95,0.9949999999999999,0.655,0.9890000000000001,0,1,AIML,3,0,1,2,0,3,5,3,1,1,4,36,2,3.0,4,0,0,0,8,3,4
SRM_STA_053,6.34,0.634,0.892,0.5870000000000001,0,2,IT,4,2,2,0,0,4,5,3,2,4,2,42,1,3.0,5,0,0,0,8,2,6
SRM_STA_054,6.48,0.648,0.514,0.792,0,1,IT,4,2,0,0,2,4,5,3,1,4,5,38,2,9.0,3,0,0,0,8,3,4
SRM_STA_055,6.11,0.611,0.5329999999999999,0.52,0,1,AIML,3,2,0,1,0,4,5,3,1,3,1,38,2,4.0,3,0,0,0,8,2,5
SRM_STA_056,7.5,0.75,0.8170000000000001,0.696,0,1,AIDS,3,0,1,2,0,3,5,2,0,3,4,30,2,3.0,5,0,0,0,8,3,3
SRM_STA_057,8.92,0.892,0.655,0.961,0,1,AIML,3,1,1,1,0,4,5,3,3,3,3,39,1,3.0,2,0,0,0,8,3,4
SRM_STA_058,9.3,0.93,0.599,0.948,0,1,IT,4,3,1,0,0,4,5,3,2,5,5,47,2,2.0,5,0,0,0,8,2,4
SRM_STA_059,6.03,0.603,0.816,0.491,0,1,CSE,3,1,1,1,0,4,5,3,3,2,4,34,2,12.0,3,0,0,0,8,4,5
SRM_STA_060,8.97,0.897,0.909,0.836,0,1,IT,4,0,0,2,2,2,5,3,1,2,5,32,2,2.0,4,0,0,0,8,1,6
SRM_STA_061,8.23,0.8230000000000001,0.789,0.768,0,1,MECH,4,1,0,1,2,4,5,3,2,2,4,34,2,8.0,4,0,0,0,8,2,4
SRM_STA_062,8.71,0.8710000000000001,0.616,0.865,0,1,ECE,3,1,0,2,0,4,5,2,0,3,5,41,1,6.0,5,0,0,0,8,1,6
SRM_STA_063,6.47,0.647,0.746,0.585,0,1,CSE,4,2,1,0,1,4,5,3,1,4,3,31,2,4.0,4,0,0,0,8,5,5
SRM_STA_064,8.28,0.828,0.7070000000000001,0.826,0,2,CSE,2,0,0,1,1,2,5,3,2,3,5,48,1,2.0,3,0,0,0,8,4,6
SRM_STA_065,7.89,0.7889999999999999,0.99,0.652,0,1,CSE,4,0,2,1,1,3,5,3,2,2,5,50,1,1.0,3,0,0,0,8,3,6
SRM_STA_066,7.82,0.782,0.6829999999999999,0.838,0,1,AIML,4,2,0,1,1,4,5,3,3,4,2,34,2,6.0,4,0,0,0,8,2,5
SRM_STA_067,8.18,0.818,0.616,0.7879999999999999,0,1,CSE,3,2,1,0,0,4,5,3,3,4,4,34,2,12.0,3,0,0,0,8,2,6
SRM_STA_068,7.83,0.783,0.514,0.785,0,1,CSE,4,2,1,1,0,4,5,2,0,2,5,37,1,3.0,3,0,0,0,8,1,5
SRM_STA_069,8.27,0.827,0.614,0.888,0,2,AIML,3,0,0,0,3,1,5,3,1,2,3,44,1,6.0,4,0,0,0,8,4,6
SRM_STA_070,7.95,0.795,0.99,0.7609999999999999,0,1,CSE,3,0,1,2,0,3,5,3,2,4,4,41,1,3.0,5,0,0,0,8,2,6
SRM_STA_071,7.78,0.778,0.8440000000000001,0.7390000000000001,0,2,CSE,3,0,2,0,1,3,5,3,3,5,4,41,1,1.0,5,0,0,0,8,1,6
SRM_STA_072,7.06,0.706,0.853,0.602,0,1,ECE,4,0,1,1,2,3,5,3,2,1,5,41,2,5.0,4,0,0,0,8,3,6
SRM_STA_073,6.28,0.628,0.9420000000000001,0.618,0,1,AIDS,3,1,1,1,0,4,5,3,1,3,5,30,2,7.0,5,0,0,0,8,3,4
SRM_STA_074,9.21,0.921,0.63,0.8220000000000001,0,1,CSE,3,0,0,2,1,2,5,3,4,4,4,28,1,6.0,4,0,0,0,8,2,4
SRM_STA_075,9.63,0.9630000000000001,0.5539999999999999,0.9640000000000001,0,1,CSE,3,1,1,0,1,4,5,3,1,1,4,39,1,6.0,4,0,0,0,8,2,5
SRM_STA_076,7.87,0.787,0.74,0.772,0,1,IT,4,1,3,0,0,4,5,3,4,1,2,41,1,6.0,4,0,0,0,8,4,4
SRM_STA_077,7.67,0.767,0.6890000000000001,0.759,0,1,AIDS,3,1,0,1,1,4,5,3,1,4,2,45,1,1.0,2,0,0,0,8,2,5
SRM_STA_078,6.43,0.643,0.726,0.753,0,1,IT,4,0,2,1,1,3,5,3,2,3,5,43,1,2.0,5,0,0,0,8,3,6
SRM_STA_079,9.19,0.9189999999999999,0.8490000000000001,0.9490000000000001,0,1,AIDS,3,1,0,0,2,4,5,3,3,2,4,26,1,1.0,4,0,0,0,8,2,5
SRM_STA_080,6.15,0.615,0.805,0.649,0,1,IT,3,0,1,2,0,3,5,3,1,2,4,36,2,4.0,5,0,0,0,8,4,5
SRM_STA_081,9.14,0.914,0.909,0.857,0,1,IT,3,1,0,1,1,4,5,3,2,1,4,38,2,7.0,5,0,0,0,8,1,5
SRM_STA_082,6.19,0.619,0.733,0.723,0,1,CSE,3,0,1,2,0,3,5,3,2,3,2,38,1,1.0,5,0,0,0,8,2,6
SRM_STA_083,6.78,0.678,0.669,0.775,0,1,CSE,2,0,1,0,1,3,5,3,2,4,4,26,1,2.0,3,0,0,0,8,3,7
SRM_STA_084,7.23,0.7230000000000001,0.883,0.754,0,1,AIML,4,1,0,0,3,4,5,3,3,4,5,33,1,2.0,3,0,0,0,8,1,5
SRM_STA_085,6.49,0.649,0.922,0.638,0,1,CSE,3,1,2,0,0,4,5,3,2,4,3,34,1,1.0,5,0,0,0,8,3,6
SRM_STA_086,6.75,0.675,0.851,0.675,0,1,ECE,4,0,0,3,1,2,5,3,2,1,4,51,2,4.0,5,0,0,0,8,3,5
SRM_STA_087,7.09,0.709,0.7759999999999999,0.72,0,2,AIML,4,1,1,0,2,4,5,3,1,4,4,34,1,3.0,4,0,0,0,8,5,6
SRM_STA_088,7.88,0.788,0.878,0.83,0,1,CSE,3,2,1,0,0,4,5,2,0,3,3,35,2,4.0,3,0,0,0,8,4,4
SRM_STA_089,7.39,0.739,0.878,0.675,0,2,CSE,4,2,2,0,0,4,5,2,0,3,4,39,2,7.0,4,0,0,0,8,2,4
SRM_STA_090,8.88,0.8880000000000001,0.757,0.8420000000000001,0,1,IT,4,1,1,1,1,4,5,2,0,1,2,44,1,2.0,4,0,0,0,8,4,5
SRM_STA_091,7.84,0.784,0.99,0.675,0,1,CSE,3,1,0,1,1,4,5,3,1,1,4,31,1,3.0,3,0,0,0,8,4,6
SRM_STA_092,8.37,0.837,0.805,0.7909999999999999,0,2,ECE,2,0,0,0,2,1,5,3,1,2,4,37,1,1.0,4,0,0,0,8,1,6
SRM_STA_093,7.16,0.716,0.99,0.551,0,1,AIML,4,2,1,1,0,4,5,3,3,4,3,36,1,2.0,4,0,0,0,8,4,6
SRM_STA_094,8.94,0.8939999999999999,0.99,0.878,0,1,ECE,4,0,1,2,1,3,5,3,2,5,4,25,1,1.0,5,0,0,0,8,5,6
SRM_STA_095,7.55,0.755,0.733,0.718,0,2,ECE,4,2,2,0,0,4,5,3,2,1,4,44,2,2.0,3,0,0,0,8,4,4
SRM_STA_096,6.32,0.632,0.965,0.63,0,1,AIML,4,0,0,2,2,2,5,2,0,3,3,40,1,2.0,4,0,0,0,8,3,4
SRM_STA_097,7.97,0.7969999999999999,0.513,0.7829999999999999,0,1,AIDS,4,0,0,3,1,2,5,3,2,3,3,32,2,5.0,5,0,0,0,8,0,8
SRM_STA_098,6.09,0.609,0.642,0.591,0,2,AIML,3,1,0,0,2,4,5,3,1,2,5,28,1,3.0,4,0,0,0,8,2,7
SRM_STA_099,8.29,0.829,0.99,0.948,0,1,CSE,4,0,0,1,3,2,5,3,2,3,4,34,1,1.0,5,0,0,0,8,2,5
SRM_STA_100,7.19,0.7190000000000001,0.614,0.754,0,1,AIML,3,1,2,0,0,4,5,2,0,5,4,34,2,4.0,3,0,0,0,8,2,5
SRM_STA_101,6.08,0.608,0.8490000000000001,0.6559999999999999,0,1,CSE,3,1,1,1,0,4,5,2,0,3,4,31,2,8.0,5,0,0,0,8,2,4
SRM_STA_102,8.0,0.8,0.7170000000000001,0.735,0,2,AIML,4,0,1,1,2,3,5,3,2,4,5,23,1,1.0,5,0,0,0,8,4,4
SRM_STA_103,8.14,0.8140000000000001,0.715,0.9329999999999999,0,1,AIML,2,0,0,0,2,1,5,3,3,2,3,41,1,1.0,5,0,0,0,8,2,8
SRM_STA_104,6.82,0.682,0.805,0.6940000000000001,0,1,CSE,3,1,1,0,1,4,5,3,1,3,3,23,2,2.0,3,0,0,0,8,6,6
SRM_STA_105,6.71,0.671,0.772,0.639,0,1,IT,3,1,1,1,0,4,5,3,2,2,4,42,2,8.0,4,0,0,0,8,4,7
SRM_STA_106,7.73,0.773,0.735,0.8809999999999999,0,2,AIML,2,0,2,0,0,3,5,3,2,4,4,44,2,9.0,5,0,0,0,8,4,4
SRM_STA_107,9.12,0.9119999999999999,0.754,0.988,0,1,IT,3,1,0,1,1,4,5,3,1,4,4,42,2,4.0,3,0,0,0,8,1,5
SRM_STA_108,9.21,0.921,0.655,0.821,0,2,CSE,4,1,1,1,1,4,5,2,0,2,2,34,2,5.0,5,0,0,0,8,2,2
SRM_STA_109,9.25,0.925,0.8370000000000001,0.9279999999999999,0,1,ECE,4,2,1,1,0,4,5,2,0,4,4,51,2,9.0,3,0,0,0,8,2,6
SRM_STA_110,6.76,0.6759999999999999,0.99,0.679,0,1,IT,3,2,0,0,1,4,5,3,1,4,5,37,1,6.0,5,0,0,0,8,2,1
SRM_STA_111,7.96,0.796,0.75,0.889,0,1,AIML,4,1,1,0,2,4,5,3,1,3,4,34,1,2.0,4,0,0,0,8,1,5
SRM_STA_112,7.25,0.725,0.614,0.6559999999999999,0,2,AIML,2,1,0,1,0,4,5,3,3,3,5,30,1,3.0,3,0,0,0,8,2,3
SRM_STA_113,6.08,0.608,0.92,0.58,0,1,IT,4,2,1,0,1,4,5,3,2,1,5,35,1,3.0,3,0,0,0,8,5,8
SRM_STA_114,7.3,0.73,0.74,0.674,0,1,AIML,3,2,1,0,0,4,5,3,1,2,4,53,2,7.0,4,0,0,0,8,2,5
SRM_STA_115,8.33,0.833,0.99,0.8690000000000001,0,2,ECE,4,1,3,0,0,4,5,3,3,3,4,44,1,2.0,2,0,0,0,8,1,5
SRM_STA_116,6.12,0.612,0.74,0.568,0,1,IT,3,1,1,0,1,4,5,2,0,2,3,42,2,8.0,5,0,0,0,8,6,5
SRM_STA_117,9.39,0.9390000000000001,0.9129999999999999,0.968,0,1,CSE,2,1,0,1,0,4,5,2,0,4,4,32,1,6.0,5,0,0,0,8,2,2
SRM_STA_118,8.21,0.8210000000000001,0.99,0.779,0,1,IT,4,1,0,2,1,4,5,3,1,2,3,47,2,12.0,4,0,0,0,8,1,2
SRM_STA_119,6.33,0.633,0.99,0.546,0,2,AIML,4,0,2,2,0,3,5,2,0,1,5,27,1,1.0,3,0,0,0,8,1,3
SRM_STA_120,6.78,0.678,0.6679999999999999,0.7240000000000001,0,1,IT,4,1,1,1,1,4,5,3,2,2,4,38,1,6.0,2,0,0,0,8,6,4
SRM_STA_121,9.73,0.9730000000000001,0.6779999999999999,0.856,0,2,IT,3,0,0,1,2,2,5,3,3,4,4,42,2,2.0,5,0,0,0,8,4,5
SRM_STA_122,7.25,0.725,0.797,0.746,0,1,AIML,4,0,2,1,1,3,5,3,2,3,4,51,1,3.0,2,0,0,0,8,3,4
SRM_STA_123,8.98,0.898,0.805,0.907,0,1,CSE,4,1,2,0,1,4,5,3,1,3,1,25,2,8.0,5,0,0,0,8,3,4
SRM_STA_124,6.94,0.6940000000000001,0.73,0.74,0,1,IT,3,1,2,0,0,4,5,3,3,5,4,36,2,9.0,2,0,0,0,8,5,5
SRM_STA_125,7.78,0.778,0.631,0.6809999999999999,0,1,ECE,3,1,1,1,0,4,5,3,1,5,3,34,2,7.0,2,0,0,0,8,3,6
SRM_STA_126,8.6,0.86,0.8370000000000001,0.99,0,1,IT,4,1,0,2,1,4,5,3,1,4,4,38,1,1.0,3,0,0,0,8,5,4
SRM_STA_127,8.57,0.857,0.7190000000000001,0.794,0,1,AIML,4,0,1,1,2,3,5,3,4,3,4,42,2,9.0,5,0,0,0,8,2,5
SRM_STA_128,6.68,0.6679999999999999,0.514,0.528,0,1,AIDS,3,0,1,2,0,3,5,3,4,5,3,38,2,8.0,5,0,0,0,8,3,4
