student_id,company_id,eligible,criteria_score,hard_pass,soft_score
SRM_STA_027_V2,CO001,0,0.0,0,0.4083333333333333
SRM_STA_028,CO001,0,0.0,0,0.5
SRM_STA_028_V2,CO001,0,0.0,0,0.48583333333333334
SRM_STA_029,CO001,0,0.0,0,0.5233333333333333
SRM_STA_029_V2,CO001,0,0.0,0,0.3450000000000001
SRM_STA_030,CO001,0,0.0,0,0.4
SRM_STA_030_V2,CO001,0,0.0,0,0.4
SRM_STA_031,CO001,0,0.0,0,0.275
SRM_STA_031_V2,CO001,0,0.0,0,0.375
SRM_STA_032,CO001,0,0.0,0,0.5025
SRM_STA_032_V2,CO001,0,0.0,0,0.4216666666666667
SRM_STA_033,CO001,0,0.0,0,0.28166666666666673
SRM_STA_033_V2,CO001,0,0.0,0,0.35
SRM_STA_034,CO001,0,0.0,0,0.3208333333333333
SRM_STA_034_V2,CO001,0,0.0,0,0.2875
SRM_STA_035,CO001,0,0.0,0,0.47
SRM_STA_035_V2,CO001,0,0.0,0,0.48
SRM_STA_036,CO001,0,0.0,0,0.31666666666666665
SRM_STA_036_V2,CO001,0,0.0,0,0.31666666666666665
SRM_STA_037,CO001,0,0.0,0,0.305
SRM_STA_037_V2,CO001,0,0.0,0,0.35833333333333334
SRM_STA_038,CO001,0,0.0,0,0.43325
SRM_STA_038_V2,CO001,0,0.0,0,0.43325
SRM_STA_039,CO001,0,0.0,0,0.4
SRM_STA_039_V2,CO001,0,0.0,0,0.4
SRM_STA_040,CO001,0,0.0,0,0.35
SRM_STA_040_V2,CO001,0,0.0,0,0.3333333333333333
SRM_STA_041,CO001,0,0.0,0,0.5900000000000001
SRM_STA_042,CO001,0,0.0,0,0.5049166666666667
SRM_STA_043,CO001,0,0.0,0,0.33166666666666667
SRM_STA_044,CO001,0,0.0,0,0.495
SRM_STA_045,CO001,0,0.0,0,0.5508333333333333
SRM_STA_046,CO001,0,0.0,0,0.6332500000000001
SRM_STA_047,CO001,0,0.0,0,0.5800000000000001
SRM_STA_048,CO001,0,0.0,0,0.3366666666666667
SRM_STA_049,CO001,0,0.0,0,0.4483333333333333
SRM_STA_050,CO001,0,0.0,0,0.5366666666666666
SRM_STA_051,CO001,0,0.0,0,0.5633333333333334
SRM_STA_052,CO001,0,0.0,0,0.5982500000000001
SRM_STA_053,CO001,0,0.0,0,0.5083333333333334
SRM_STA_054,CO001,0,0.0,0,0.5800000000000001
SRM_STA_055,CO001,0,0.0,0,0.5133333333333334
SRM_STA_056,CO001,0,0.0,0,0.5125000000000001
SRM_STA_057,CO001,0,0.0,0,0.495
SRM_STA_058,CO001,0,0.0,0,0.5665833333333333
SRM_STA_059,CO001,0,0.0,0,0.5800000000000001
SRM_STA_060,CO001,0,0.0,0,0.3566666666666667
SRM_STA_061,CO001,0,0.0,0,0.6565833333333333
SRM_STA_062,CO001,0,0.0,0,0.5666666666666668
SRM_STA_063,CO001,0,0.0,0,0.54
SRM_STA_064,CO001,0,0.0,0,0.38
SRM_STA_065,CO001,0,0.0,0,0.45499999999999996
SRM_STA_066,CO001,0,0.0,0,0.5733333333333334
SRM_STA_067,CO001,0,0.0,0,0.6133333333333334
SRM_STA_068,CO001,0,0.0,0,0.4716666666666667
SRM_STA_069,CO001,0,0.0,0,0.49
SRM_STA_070,CO001,0,0.0,0,0.5915833333333333
SRM_STA_071,CO001,0,0.0,0,0.5249166666666666
SRM_STA_072,CO001,0,0.0,0,0.5650000000000001
SRM_STA_073,CO001,0,0.0,0,0.6000000000000001
SRM_STA_074,CO001,0,0.0,0,0.47333333333333333
SRM_STA_075,CO001,0,0.0,0,0.5733333333333334
SRM_STA_076,CO001,0,0.0,0,0.5900000000000001
SRM_STA_077,CO001,0,0.0,0,0.5615833333333333
SRM_STA_078,CO001,0,0.0,0,0.5
SRM_STA_079,CO001,0,0.0,0,0.4483333333333333
SRM_STA_080,CO001,0,0.0,0,0.5499999999999999
SRM_STA_081,CO001,0,0.0,0,0.5666666666666668
SRM_STA_082,CO001,0,0.0,0,0.4583333333333333
SRM_STA_083,CO001,0,0.0,0,0.48
SRM_STA_084,CO001,0,0.0,0,0.5299166666666666
SRM_STA_085,CO001,0,0.0,0,0.475
SRM_STA_086,CO001,0,0.0,0,0.44999999999999996
SRM_STA_087,CO001,0,0.0,0,0.515
SRM_STA_088,CO001,0,0.0,0,0.53
SRM_STA_089,CO001,0,0.0,0,0.5733333333333334
SRM_STA_090,CO001,0,0.0,0,0.49
SRM_STA_091,CO001,0,0.0,0,0.58825
SRM_STA_092,CO001,0,0.0,0,0.33166666666666667
SRM_STA_093,CO001,0,0.0,0,0.49
SRM_STA_094,CO001,0,0.0,0,0.55825
SRM_STA_095,CO001,0,0.0,0,0.48
SRM_STA_096,CO001,0,0.0,0,0.39
SRM_STA_097,CO001,0,0.0,0,0.425
SRM_STA_098,CO001,0,0.0,0,0.49833333333333335
SRM_STA_099,CO001,0,0.0,0,0.4083333333333333
SRM_STA_100,CO001,0,0.0,0,0.5133333333333334
SRM_STA_101,CO001,0,0.0,0,0.5833333333333334
SRM_STA_102,CO001,0,0.0,0,0.475
SRM_STA_103,CO001,0,0.0,0,0.35833333333333334
SRM_STA_104,CO001,0,0.0,0,0.6132500000000001
SRM_STA_105,CO001,0,0.0,0,0.5900000000000001
SRM_STA_106,CO001,0,0.0,0,0.6000000000000001
SRM_STA_107,CO001,0,0.0,0,0.4966666666666667
SRM_STA_108,CO001,0,0.0,0,0.5333333333333333
SRM_STA_109,CO001,0,0.0,0,0.5633333333333334
SRM_STA_110,CO001,0,0.0,0,0.5458333333333333
SRM_STA_111,CO001,0,0.0,0,0.5066666666666667
SRM_STA_112,CO001,0,0.0,0,0.47583333333333333
SRM_STA_113,CO001,0,0.0,0,0.505
SRM_STA_114,CO001,0,0.0,0,0.5733333333333334
SRM_STA_115,CO001,0,0.0,0,0.43666666666666665
SRM_STA_116,CO001,0,0.0,0,0.6000000000000001
SRM_STA_117,CO001,0,0.0,0,0.5583333333333333
SRM_STA_118,CO001,0,0.0,0,0.5316666666666667
SRM_STA_119,CO001,0,0.0,0,0.4091666666666667
SRM_STA_120,CO001,0,0.0,0,0.5700000000000001
SRM_STA_121,CO001,0,0.0,0,0.4
SRM_STA_122,CO001,0,0.0,0,0.495
SRM_STA_123,CO001,0,0.0,0,0.6000000000000001
SRM_STA_124,CO001,0,0.0,0,0.6200000000000001
SRM_STA_125,CO001,0,0.0,0,0.70325
SRM_STA_126,CO001,0,0.0,0,0.45499999999999996
SRM_STA_127,CO001,0,0.0,0,0.5833333333333334
SRM_STA_128,CO001,0,0.0,0,0.6000000000000001
SRM_STA_129,CO001,0,0.0,0,0.5700000000000001
SRM_STA_130,CO001,0,0.0,0,0.5900000000000001
SRM_STA_131,CO001,0,0.0,0,0.5800000000000001
SRM_STA_132,CO001,0,0.0,0,0.62575
SRM_STA_133,CO001,0,0.0,0,0.5750000000000001
SRM_STA_134,CO001,0,0.0,0,0.38
SRM_STA_135,CO001,0,0.0,0,0.525
SRM_STA_136,CO001,0,0.0,0,0.3416666666666667
SRM_STA_137,CO001,0,0.0,0,0.3666666666666667
SRM_STA_138,CO001,0,0.0,0,0.495
SRM_STA_139,CO001,0,0.0,0,0.5083333333333334
SRM_STA_140,CO001,0,0.0,0,0.5733333333333334
SRM_STA_141,CO001,0,0.0,0,0.5833333333333334
SRM_STA_142,CO001,0,0.0,0,0.4966666666666667
SRM_STA_143,CO001,0,0.0,0,0.49250000000000005
SRM_STA_144,CO001,0,0.0,0,0.48
SRM_STA_145,CO001,0,0.0,0,0.5
SRM_STA_146,CO001,0,0.0,0,0.625
SRM_STA_147,CO001,0,0.0,0,0.5750000000000001
SRM_STA_148,CO001,0,0.0,0,0.6066666666666668
SRM_STA_149,CO001,0,0.0,0,0.5650000000000001
SRM_STA_150,CO001,0,0.0,0,0.5650000000000001
SRM_STA_151,CO001,0,0.0,0,0.4566666666666667
SRM_STA_152,CO001,0,0.0,0,0.5615833333333333
SRM_STA_153,CO001,0,0.0,0,0.47
SRM_STA_154,CO001,0,0.0,0,0.5733333333333334
SRM_STA_155,CO001,0,0.0,0,0.68325
SRM_STA_156,CO001,0,0.0,0,0.5715833333333333
SRM_STA_157,CO001,0,0.0,0,0.515
SRM_STA_158,CO001,0,0.0,0,0.5283333333333334
SRM_STA_159,CO001,0,0.0,0,0.5383333333333333
SRM_STA_160,CO001,0,0.0,0,0.49833333333333335
SRM_STA_161,CO001,0,0.0,0,0.44666666666666666
SRM_STA_162,CO001,0,0.0,0,0.49
SRM_STA_163,CO001,0,0.0,0,0.6699166666666667
SRM_STA_164,CO001,0,0.0,0,0.47
SRM_STA_165,CO001,0,0.0,0,0.5441666666666667
SRM_STA_166,CO001,0,0.0,0,0.515
SRM_STA_167,CO001,0,0.0,0,0.49166666666666664
SRM_STA_168,CO001,0,0.0,0,0.4508333333333333
SRM_STA_169,CO001,0,0.0,0,0.4633333333333333
SRM_STA_170,CO001,0,0.0,0,0.6000000000000001
SRM_STA_171,CO001,0,0.0,0,0.43241666666666667
SRM_STA_172,CO001,0,0.0,0,0.5125000000000001
SRM_STA_173,CO001,0,0.0,0,0.6299166666666667
SRM_STA_174,CO001,0,0.0,0,0.6332500000000001
SRM_STA_175,CO001,0,0.0,0,0.5466666666666666
SRM_STA_176,CO001,0,0.0,0,0.45666666666666667
SRM_STA_177,CO001,0,0.0,0,0.5833333333333334
SRM_STA_178,CO001,0,0.0,0,0.6000000000000001
SRM_STA_179,CO001,0,0.0,0,0.47833333333333333
SRM_STA_180,CO001,0,0.0,0,0.5800000000000001
SRM_STA_181,CO001,0,0.0,0,0.5083333333333334
SRM_STA_182,CO001,0,0.0,0,0.5565833333333333
SRM_STA_183,CO001,0,0.0,0,0.5900000000000001
SRM_STA_184,CO001,0,0.0,0,0.5533333333333333
SRM_STA_185,CO001,0,0.0,0,0.55
SRM_STA_186,CO001,0,0.0,0,0.5900000000000001
SRM_STA_187,CO001,0,0.0,0,0.66325
SRM_STA_188,CO001,0,0.0,0,0.5316666666666666
SRM_STA_189,CO001,0,0.0,0,0.63325
SRM_STA_190,CO001,0,0.0,0,0.5750000000000001
SRM_STA_191,CO001,0,0.0,0,0.6565833333333333
SRM_STA_192,CO001,0,0.0,0,0.5549166666666667
SRM_STA_193,CO001,0,0.0,0,0.555
SRM_STA_194,CO001,0,0.0,0,0.7332500000000001
SRM_STA_195,CO001,0,0.0,0,0.53825
SRM_STA_196,CO001,0,0.0,0,0.405
SRM_STA_197,CO001,0,0.0,0,0.6000000000000001
SRM_STA_198,CO001,0,0.0,0,0.6000000000000001
SRM_STA_199,CO001,0,0.0,0,0.49
SRM_STA_200,CO001,0,0.0,0,0.5
SRM_TWO_001,CO001,0,0.0,0,0.20833333333333334
SRM_TWO_001_V2,CO001,0,0.0,0,0.1
SRM_TWO_002,CO001,0,0.0,0,0.24166666666666667
SRM_TWO_002_V2,CO001,0,0.0,0,0.3
SRM_TWO_003,CO001,0,0.0,0,0.35833333333333334
SRM_TWO_003_V2,CO001,0,0.0,0,0.3291666666666667
SRM_TWO_004,CO001,0,0.0,0,0.43325
SRM_TWO_004_V2,CO001,0,0.0,0,0.33325
SRM_TWO_005,CO001,0,0.0,0,0.495
SRM_TWO_005_V2,CO001,1,0.5833,1,0.5833333333333334
SRM_TWO_006,CO001,0,0.0,0,0.5133333333333333
SRM_TWO_006_V2,CO001,0,0.0,0,0.3275
SRM_TWO_007,CO001,0,0.0,0,0.3291666666666667
SRM_TWO_007_V2,CO001,0,0.0,0,0.325
SRM_TWO_008,CO001,0,0.0,0,0.35
SRM_TWO_008_V2,CO001,0,0.0,0,0.35
SRM_TWO_009,CO001,0,0.0,0,0.2041666666666667
SRM_TWO_009_V2,CO001,0,0.0,0,0.10416666666666667
SRM_TWO_010,CO001,0,0.0,0,0.4
SRM_TWO_010_V2,CO001,0,0.0,0,0.4
SRM_TWO_011,CO001,1,0.5092,1,0.5091666666666667
SRM_TWO_011_V2,CO001,1,0.4992,1,0.49916666666666665
SRM_TWO_012,CO001,1,0.4125,1,0.4125
SRM_TWO_012_V2,CO001,0,0.315,1,0.315
SRM_TWO_013,CO001,1,0.4008,1,0.40083333333333326
SRM_TWO_013_V2,CO001,0,0.0,0,0.44666666666666666
SRM_TWO_014,CO001,0,0.0,0,0.3458333333333333
SRM_TWO_014_V2,CO001,0,0.0,0,0.36250000000000004
SRM_TWO_015,CO001,0,0.0,0,0.5299999999999999
SRM_TWO_015_V2,CO001,0,0.0,0,0.4866666666666666
SRM_TWO_016,CO001,0,0.0,0,0.2875
SRM_TWO_016_V2,CO001,0,0.0,0,0.3
SRM_TWO_017,CO001,0,0.0,0,0.3258333333333333
SRM_TWO_017_V2,CO001,0,0.0,0,0.5499999999999999
SRM_TWO_018,CO001,0,0.0,0,0.35
SRM_TWO_018_V2,CO001,0,0.0,0,0.35
SRM_TWO_019,CO001,0,0.0,0,0.6917500000000001
SRM_TWO_019_V2,CO001,0,0.0,0,0.7567500000000001
SRM_TWO_020,CO001,0,0.0,0,0.5667500000000001
SRM_TWO_020_V2,CO001,0,0.0,0,0.5667500000000001
SRM_TWO_021,CO001,0,0.0,0,0.6332500000000001
SRM_TWO_021_V2,CO001,0,0.0,0,0.4915833333333333
SRM_TWO_022,CO001,0,0.0,0,0.33325
SRM_TWO_022_V2,CO001,0,0.0,0,0.33325
SRM_TWO_023,CO001,0,0.0,0,0.3999166666666667
SRM_TWO_023_V2,CO001,0,0.0,0,0.3999166666666667
SRM_TWO_024,CO001,0,0.0,0,0.4675
SRM_TWO_024_V2,CO001,0,0.0,0,0.465
SRM_TWO_025,CO001,0,0.0,0,0.6500833333333333
SRM_TWO_025_V2,CO001,0,0.0,0,0.5875833333333332
SRM_TWO_026,CO001,1,0.5799,1,0.5799166666666667
SRM_TWO_026_V2,CO001,1,0.6166,1,0.6165833333333334
SRM_TWO_027,CO001,0,0.0,0,0.47916666666666663
SRM_TWO_027_V2,CO001,1,0.3817,1,0.3816666666666667
SRM_TWO_028,CO001,0,0.0,0,0.31666666666666665
SRM_TWO_028_V2,CO001,0,0.0,0,0.25
SRM_TWO_029,CO001,0,0.0,0,0.44575
SRM_TWO_029_V2,CO001,0,0.0,0,0.3415833333333333
SRM_TWO_030,CO001,0,0.0,0,0.425
SRM_TWO_030_V2,CO001,0,0.0,0,0.4083333333333333
SRM_TWO_031,CO001,0,0.0,0,0.25
SRM_TWO_031_V2,CO001,0,0.0,0,0.23333333333333334
SRM_TWO_032,CO001,0,0.0,0,0.48324999999999996
SRM_TWO_032_V2,CO001,0,0.0,0,0.48324999999999996
SRM_TWO_033,CO001,0,0.0,0,0.25
SRM_TWO_033_V2,CO001,0,0.0,0,0.3333333333333333
SRM_TWO_034,CO001,0,0.0,0,0.36333333333333334
SRM_TWO_034_V2,CO001,0,0.0,0,0.525
SRM_TWO_035,CO001,0,0.0,0,0.46499999999999997
SRM_TWO_035_V2,CO001,0,0.0,0,0.43999999999999995
SRM_TWO_036,CO001,0,0.0,0,0.3208333333333333
SRM_TWO_036_V2,CO001,0,0.0,0,0.25
SRM_TWO_037,CO001,0,0.25,1,0.25
SRM_TWO_037_V2,CO001,0,0.25,1,0.25
SRM_TWO_038,CO001,0,0.0,0,0.41658333333333336
SRM_TWO_038_V2,CO001,0,0.2749,1,0.2749166666666667
SRM_TWO_039,CO001,0,0.0,0,0.29583333333333334
SRM_TWO_039_V2,CO001,0,0.0,0,0.31666666666666665
SRM_TWO_040,CO001,1,0.4666,1,0.4665833333333333
SRM_TWO_040_V2,CO001,0,0.0,0,0.43324999999999997
SRM_TWO_041,CO001,0,0.0,0,0.495
SRM_TWO_042,CO001,0,0.0,0,0.49833333333333335
SRM_TWO_043,CO001,0,0.0,0,0.4816666666666667
SRM_TWO_044,CO001,0,0.0,0,0.5
SRM_TWO_045,CO001,0,0.0,0,0.505
SRM_TWO_046,CO001,0,0.0,0,0.475
SRM_TWO_047,CO001,0,0.0,0,0.47
SRM_TWO_048,CO001,0,0.0,0,0.4816666666666667
SRM_TWO_049,CO001,0,0.0,0,0.45
SRM_TWO_050,CO001,0,0.0,0,0.5566666666666668
SRM_TWO_051,CO001,0,0.0,0,0.49
SRM_TWO_052,CO001,0,0.0,0,0.525
SRM_TWO_053,CO001,0,0.0,0,0.5416666666666666
SRM_TWO_054,CO001,0,0.0,0,0.5650000000000001
SRM_TWO_055,CO001,0,0.0,0,0.47333333333333333
SRM_TWO_056,CO001,0,0.0,0,0.43166666666666664
SRM_TWO_057,CO001,0,0.0,0,0.505
SRM_TWO_058,CO001,0,0.0,0,0.5700000000000001
SRM_TWO_059,CO001,0,0.0,0,0.49
SRM_TWO_060,CO001,0,0.0,0,0.36333333333333334
SRM_TWO_061,CO001,0,0.0,0,0.5833333333333334
SRM_TWO_062,CO001,0,0.0,0,0.48333333333333334
SRM_TWO_063,CO001,0,0.0,0,0.555
SRM_TWO_064,CO001,0,0.0,0,0.48333333333333334
SRM_TWO_065,CO001,0,0.0,0,0.5066666666666667
SRM_TWO_066,CO001,0,0.0,0,0.35833333333333334
SRM_TWO_067,CO001,0,0.0,0,0.5083333333333334
SRM_TWO_068,CO001,0,0.0,0,0.505
SRM_TWO_069,CO001,0,0.0,0,0.53
SRM_TWO_070,CO001,0,0.0,0,0.49833333333333335
SRM_TWO_071,CO001,0,0.0,0,0.4916666666666667
SRM_TWO_072,CO001,0,0.0,0,0.5800000000000001
SRM_TWO_073,CO001,0,0.0,0,0.47000000000000003
SRM_TWO_074,CO001,0,0.0,0,0.5650000000000001
SRM_TWO_075,CO001,0,0.0,0,0.48333333333333334
SRM_TWO_076,CO001,0,0.0,0,0.5750000000000001
SRM_TWO_077,CO001,0,0.0,0,0.5800000000000001
SRM_TWO_078,CO001,0,0.0,0,0.5900000000000001
SRM_TWO_079,CO001,0,0.0,0,0.5
SRM_TWO_080,CO001,0,0.0,0,0.6000000000000001
SRM_TWO_081,CO001,0,0.0,0,0.45666666666666667
SRM_TWO_082,CO001,0,0.0,0,0.48583333333333334
SRM_TWO_083,CO001,0,0.0,0,0.5483333333333333
SRM_TWO_084,CO001,0,0.0,0,0.49
SRM_TWO_085,CO001,0,0.0,0,0.3566666666666667
SRM_TWO_086,CO001,0,0.0,0,0.5608333333333333
SRM_TWO_087,CO001,0,0.0,0,0.4333333333333333
SRM_TWO_088,CO001,0,0.0,0,0.5
SRM_TWO_089,CO001,0,0.0,0,0.5333333333333333
SRM_TWO_090,CO001,0,0.0,0,0.395
SRM_TWO_091,CO001,0,0.0,0,0.49
SRM_TWO_092,CO001,0,0.0,0,0.5
SRM_TWO_093,CO001,0,0.0,0,0.44
SRM_TWO_094,CO001,0,0.0,0,0.515
SRM_TWO_095,CO001,0,0.0,0,0.49833333333333335
SRM_TWO_096,CO001,0,0.0,0,0.5666666666666668
SRM_TWO_097,CO001,0,0.0,0,0.405
SRM_TWO_098,CO001,0,0.0,0,0.48333333333333334
SRM_TWO_099,CO001,0,0.0,0,0.6000000000000001
SRM_TWO_100,CO001,0,0.0,0,0.48
SRM_TWO_101,CO001,0,0.0,0,0.47500000000000003
SRM_TWO_102,CO001,0,0.0,0,0.49
SRM_TWO_103,CO001,0,0.0,0,0.46499999999999997
SRM_TWO_104,CO001,0,0.0,0,0.445
SRM_TWO_105,CO001,0,0.0,0,0.49
SRM_TWO_106,CO001,0,0.0,0,0.3566666666666667
SRM_TWO_107,CO001,0,0.0,0,0.49
SRM_TWO_108,CO001,0,0.0,0,0.5466666666666666
SRM_TWO_109,CO001,0,0.0,0,0.41666666666666663
SRM_TWO_110,CO001,0,0.0,0,0.45499999999999996
SRM_TWO_111,CO001,0,0.0,0,0.5041666666666667
SRM_TWO_112,CO001,0,0.0,0,0.5333333333333333
SRM_TWO_113,CO001,0,0.0,0,0.525
SRM_TWO_114,CO001,0,0.0,0,0.54
SRM_TWO_115,CO001,0,0.0,0,0.475
SRM_TWO_116,CO001,0,0.0,0,0.5800000000000001
SRM_TWO_117,CO001,0,0.0,0,0.36500000000000005
SRM_TWO_118,CO001,0,0.0,0,0.5
SRM_TWO_119,CO001,0,0.0,0,0.47916666666666674
SRM_TWO_120,CO001,0,0.0,0,0.495
SRM_TWO_121,CO001,0,0.0,0,0.515
SRM_TWO_122,CO001,0,0.0,0,0.5700000000000001
SRM_TWO_123,CO001,0,0.0,0,0.5366666666666666
SRM_TWO_124,CO001,0,0.0,0,0.5333333333333333
SRM_TWO_125,CO001,0,0.0,0,0.5900000000000001
SRM_TWO_126,CO001,0,0.0,0,0.47833333333333333
SRM_TWO_127,CO001,0,0.0,0,0.5666666666666668
SRM_TWO_128,CO001,0,0.0,0,0.6000000000000001
SRM_TWO_129,CO001,0,0.0,0,0.5666666666666668
SRM_TWO_130,CO001,0,0.0,0,0.49
SRM_TWO_131,CO001,0,0.0,0,0.4666666666666667
SRM_TWO_132,CO001,0,0.0,0,0.49
SRM_TWO_133,CO001,0,0.0,0,0.4083333333333333
SRM_TWO_134,CO001,0,0.0,0,0.555
SRM_TWO_135,CO001,0,0.0,0,0.54
SRM_TWO_136,CO001,0,0.0,0,0.46499999999999997
SRM_TWO_137,CO001,0,0.0,0,0.37000000000000005
SRM_TWO_138,CO001,0,0.0,0,0.5
SRM_TWO_139,CO001,0,0.0,0,0.5333333333333333
SRM_TWO_140,CO001,0,0.0,0,0.5700000000000001
SRM_TWO_141,CO001,0,0.0,0,0.4583333333333333
SRM_TWO_142,CO001,0,0.0,0,0.4541666666666667
SRM_TWO_143,CO001,0,0.0,0,0.4
SRM_TWO_144,CO001,0,0.0,0,0.4716666666666667
SRM_TWO_145,CO001,0,0.0,0,0.6000000000000001
SRM_TWO_146,CO001,0,0.0,0,0.5249999999999999
SRM_TWO_147,CO001,0,0.0,0,0.48833333333333334
SRM_TWO_148,CO001,0,0.0,0,0.5833333333333334
SRM_TWO_149,CO001,0,0.0,0,0.4258333333333333
SRM_TWO_150,CO001,0,0.0,0,0.475
SRM_TWO_151,CO001,0,0.0,0,0.49
SRM_TWO_152,CO001,0,0.0,0,0.5275000000000001
SRM_TWO_153,CO001,0,0.0,0,0.45499999999999996
SRM_TWO_154,CO001,0,0.0,0,0.5125000000000001
SRM_TWO_155,CO001,0,0.0,0,0.54
SRM_TWO_156,CO001,0,0.0,0,0.48
SRM_TWO_157,CO001,0,0.0,0,0.365
SRM_TWO_158,CO001,0,0.0,0,0.505
SRM_TWO_159,CO001,0,0.0,0,0.5775
SRM_TWO_160,CO001,0,0.0,0,0.4633333333333333
SRM_TWO_161,CO001,0,0.0,0,0.4
SRM_TWO_162,CO001,0,0.0,0,0.35833333333333334
SRM_TWO_163,CO001,0,0.0,0,0.5466666666666666
SRM_TWO_164,CO001,0,0.0,0,0.5633333333333334
SRM_TWO_165,CO001,0,0.0,0,0.5650000000000001
SRM_TWO_166,CO001,0,0.0,0,0.46166666666666667
SRM_TWO_167,CO001,0,0.0,0,0.48750000000000004
SRM_TWO_168,CO001,0,0.0,0,0.4483333333333333
SRM_TWO_169,CO001,0,0.0,0,0.4583333333333333
SRM_TWO_170,CO001,0,0.0,0,0.505
SRM_TWO_171,CO001,0,0.0,0,0.39666666666666667
SRM_TWO_172,CO001,0,0.0,0,0.4733333333333334
SRM_TWO_173,CO001,0,0.0,0,0.4483333333333333
SRM_TWO_174,CO001,0,0.0,0,0.525
SRM_TWO_175,CO001,0,0.0,0,0.4533333333333333
SRM_TWO_176,CO001,0,0.0,0,0.5
SRM_TWO_177,CO001,0,0.0,0,0.5533333333333333
SRM_TWO_178,CO001,0,0.0,0,0.42
SRM_TWO_179,CO001,0,0.0,0,0.475
SRM_TWO_180,CO001,0,0.0,0,0.38
SRM_TWO_181,CO001,0,0.0,0,0.465
SRM_TWO_182,CO001,0,0.0,0,0.555
SRM_TWO_183,CO001,0,0.0,0,0.5633333333333334
SRM_TWO_184,CO001,0,0.0,0,0.475
SRM_TWO_185,CO001,0,0.0,0,0.47333333333333333
SRM_TWO_186,CO001,0,0.0,0,0.515
SRM_TWO_187,CO001,0,0.0,0,0.5083333333333334
SRM_TWO_188,CO001,0,0.0,0,0.45499999999999996
SRM_TWO_189,CO001,0,0.0,0,0.42166666666666663
SRM_TWO_190,CO001,0,0.0,0,0.4108333333333334
SRM_TWO_191,CO001,0,0.0,0,0.4658333333333333
SRM_TWO_192,CO001,0,0.0,0,0.47333333333333333
SRM_TWO_193,CO001,0,0.0,0,0.34500000000000003
SRM_TWO_194,CO001,0,0.0,0,0.49
