student_id,skill_name,proficiency,verified
SRM_STA_004,GCP,Intermediate,True
SRM_STA_004,Docker,Beginner,False
SRM_STA_004,Python,Advanced,False
SRM_STA_004,Azure,Intermediate,True
SRM_STA_004_V2,GitHub Actions,Beginner,True
SRM_STA_004_V2,Kubernetes,Advanced,True
SRM_STA_004_V2,Ansible,Advanced,True
SRM_STA_004_V2,Bash,Beginner,True
SRM_STA_004_V2,Jenkins,Intermediate,True
SRM_STA_004_V2,GCP,Intermediate,True
SRM_STA_004_V2,Docker,Intermediate,False
SRM_STA_004_V2,Python,Advanced,True
SRM_STA_004_V2,Azure,Intermediate,True
SRM_STA_005,Hugging Face,Beginner,False
SRM_STA_005,SQL,Advanced,False
SRM_STA_005,NLTK,Advanced,True
SRM_STA_005,LangChain,Advanced,True
SRM_STA_005,Python,Beginner,False
SRM_STA_005,TensorFlow,Advanced,True
SRM_STA_005,Keras,Intermediate,True
SRM_STA_005,SpaCy,Advanced,True
SRM_STA_005,Azure,Intermediate,True
SRM_STA_005_V2,Hugging Face,Beginner,True
SRM_STA_005_V2,SQL,Advanced,True
SRM_STA_005_V2,NLTK,Advanced,True
SRM_STA_005_V2,LangChain,Intermediate,True
SRM_STA_005_V2,Python,Intermediate,False
SRM_STA_005_V2,TensorFlow,Beginner,True
SRM_STA_005_V2,Keras,Advanced,True
SRM_STA_005_V2,SpaCy,Advanced,True
SRM_STA_005_V2,Azure,Intermediate,False
SRM_STA_006,Python,Beginner,True
SRM_STA_006,Scikit-learn,Advanced,True
SRM_STA_006,Hugging Face,Beginner,True
SRM_STA_006,MLflow,Intermediate,False
SRM_STA_006,NumPy,Intermediate,True
SRM_STA_006,Pandas,Beginner,False
SRM_STA_006_V2,Python,Advanced,True
SRM_STA_006_V2,Scikit-learn,Intermediate,False
SRM_STA_006_V2,Hugging Face,Intermediate,True
SRM_STA_006_V2,MLflow,Intermediate,True
SRM_STA_006_V2,NumPy,Intermediate,True
SRM_STA_006_V2,Pandas,Advanced,True
SRM_STA_007,SQL,Advanced,False
SRM_STA_007,Keras,Beginner,False
SRM_STA_007,PyTorch,Advanced,False
SRM_STA_007,NLP,Advanced,True
SRM_STA_007,AWS,Advanced,True
SRM_STA_007,Pandas,Beginner,True
SRM_STA_007_V2,SQL,Advanced,False
SRM_STA_007_V2,Keras,Intermediate,False
SRM_STA_007_V2,PyTorch,Intermediate,False
SRM_STA_007_V2,NLP,Advanced,False
SRM_STA_007_V2,AWS,Beginner,True
SRM_STA_007_V2,Pandas,Intermediate,False
SRM_STA_008,SCADA,Intermediate,False
SRM_STA_008,PowerWorld,Advanced,True
SRM_STA_008,Python,Beginner,False
SRM_STA_008,PSCAD,Beginner,False
SRM_STA_008,VHDL,Advanced,False
SRM_STA_008,Verilog,Intermediate,False
SRM_STA_008,Raspberry Pi,Advanced,True
SRM_STA_008,AutoCAD Electrical,Intermediate,True
SRM_STA_008,MATLAB,Intermediate,True
SRM_STA_008,Embedded C,Beginner,False
SRM_STA_008_V2,SCADA,Beginner,False
SRM_STA_008_V2,PowerWorld,Advanced,True
SRM_STA_008_V2,Python,Beginner,False
SRM_STA_008_V2,PSCAD,Beginner,True
SRM_STA_008_V2,VHDL,Advanced,True
SRM_STA_008_V2,Verilog,Intermediate,False
SRM_STA_008_V2,Raspberry Pi,Advanced,True
SRM_STA_008_V2,AutoCAD Electrical,Beginner,False
SRM_STA_008_V2,MATLAB,Beginner,True
SRM_STA_008_V2,Embedded C,Advanced,False
SRM_STA_009,Scikit-learn,Beginner,False
SRM_STA_009,MLflow,Intermediate,True
SRM_STA_009,Azure,Intermediate,False
SRM_STA_009,Python,Beginner,True
SRM_STA_009,Pandas,Beginner,True
SRM_STA_009,NumPy,Advanced,True
SRM_STA_009,SQL,Beginner,True
SRM_STA_009,NLTK,Intermediate,False
SRM_STA_009_V2,Scikit-learn,Advanced,False
SRM_STA_009_V2,MLflow,Beginner,True
SRM_STA_009_V2,Azure,Advanced,True
SRM_STA_009_V2,Python,Intermediate,False
SRM_STA_009_V2,Pandas,Advanced,True
SRM_STA_009_V2,NumPy,Beginner,True
SRM_STA_009_V2,SQL,Intermediate,False
SRM_STA_009_V2,NLTK,Beginner,True
SRM_STA_010,GitHub Actions,Beginner,True
SRM_STA_010,Jenkins,Advanced,True
SRM_STA_010,Grafana,Beginner,True
SRM_STA_010,Python,Advanced,True
SRM_STA_010,Prometheus,Beginner,True
SRM_STA_010_V2,GitHub Actions,Intermediate,True
SRM_STA_010_V2,Jenkins,Beginner,True
SRM_STA_010_V2,Grafana,Advanced,True
SRM_STA_010_V2,Python,Beginner,True
SRM_STA_010_V2,Prometheus,Intermediate,True
SRM_STA_011,Unity,Advanced,True
SRM_STA_011,Figma,Advanced,True
SRM_STA_011,Blender,Advanced,False
SRM_STA_011,Concept Art,Advanced,True
SRM_STA_011,C#,Intermediate,True
SRM_STA_011,Unreal Engine,Intermediate,True
SRM_STA_011,Maya,Intermediate,False
SRM_STA_011,Narrative Design,Beginner,True
SRM_STA_011,Animation,Intermediate,True
SRM_STA_011_V2,Unity,Intermediate,True
SRM_STA_011_V2,Figma,Advanced,True
SRM_STA_011_V2,Blender,Intermediate,True
SRM_STA_011_V2,Concept Art,Advanced,True
SRM_STA_011_V2,C#,Advanced,True
SRM_STA_011_V2,Unreal Engine,Intermediate,True
SRM_STA_011_V2,Maya,Intermediate,False
SRM_STA_011_V2,Narrative Design,Intermediate,False
SRM_STA_011_V2,Animation,Intermediate,True
SRM_STA_012,Matplotlib,Beginner,False
SRM_STA_012,Seaborn,Advanced,True
SRM_STA_012,Spark,Advanced,False
SRM_STA_012,Python,Advanced,False
SRM_STA_012,NumPy,Intermediate,True
SRM_STA_012,Tableau,Advanced,True
SRM_STA_012,Excel,Advanced,True
SRM_STA_012,Power BI,Intermediate,False
SRM_STA_012,Hadoop,Beginner,True
SRM_STA_012_V2,Matplotlib,Intermediate,True
SRM_STA_012_V2,Seaborn,Beginner,False
SRM_STA_012_V2,Spark,Intermediate,True
SRM_STA_012_V2,Python,Intermediate,True
SRM_STA_012_V2,NumPy,Intermediate,False
SRM_STA_012_V2,Tableau,Advanced,True
SRM_STA_012_V2,Excel,Intermediate,True
SRM_STA_012_V2,Power BI,Intermediate,False
SRM_STA_012_V2,Hadoop,Advanced,True
SRM_STA_013,JavaScript,Advanced,True
SRM_STA_013,Photoshop,Intermediate,True
SRM_STA_013,OpenGL,Intermediate,True
SRM_STA_013,Git,Advanced,False
SRM_STA_013,C++,Beginner,True
SRM_STA_013,Python,Intermediate,True
SRM_STA_013,C#,Beginner,True
SRM_STA_013_V2,JavaScript,Beginner,True
SRM_STA_013_V2,Photoshop,Beginner,True
SRM_STA_013_V2,OpenGL,Advanced,True
SRM_STA_013_V2,Git,Advanced,False
SRM_STA_013_V2,C++,Intermediate,True
SRM_STA_013_V2,Python,Advanced,True
SRM_STA_013_V2,C#,Intermediate,True
SRM_STA_014,Prometheus,Intermediate,True
SRM_STA_014,Terraform,Advanced,True
SRM_STA_014,Jenkins,Intermediate,False
SRM_STA_014,Bash,Intermediate,False
SRM_STA_014_V2,Prometheus,Beginner,True
SRM_STA_014_V2,Terraform,Beginner,True
SRM_STA_014_V2,Jenkins,Beginner,False
SRM_STA_014_V2,Bash,Intermediate,False
SRM_STA_015,SQL,Beginner,True
SRM_STA_015,Django,Intermediate,False
SRM_STA_015,JavaScript,Intermediate,False
SRM_STA_015,Git,Beginner,True
SRM_STA_015,WebSockets,Intermediate,True
SRM_STA_015,REST APIs,Advanced,False
SRM_STA_015,Spring Boot,Advanced,False
SRM_STA_015,PostgreSQL,Intermediate,True
SRM_STA_015,Node.js,Intermediate,False
SRM_STA_015,TypeScript,Advanced,True
SRM_STA_015_V2,SQL,Beginner,True
SRM_STA_015_V2,Django,Beginner,False
SRM_STA_015_V2,JavaScript,Advanced,False
SRM_STA_015_V2,Git,Beginner,True
SRM_STA_015_V2,WebSockets,Beginner,True
SRM_STA_015_V2,REST APIs,Intermediate,True
SRM_STA_015_V2,Spring Boot,Intermediate,False
SRM_STA_015_V2,PostgreSQL,Advanced,True
SRM_STA_015_V2,Node.js,Beginner,True
SRM_STA_015_V2,TypeScript,Advanced,True
SRM_STA_016,Docker,Intermediate,False
SRM_STA_016,Bash,Advanced,True
SRM_STA_016,GCP,Advanced,False
SRM_STA_016,Linux,Beginner,True
SRM_STA_016_V2,Docker,Advanced,False
SRM_STA_016_V2,Bash,Intermediate,False
SRM_STA_016_V2,GCP,Advanced,False
SRM_STA_016_V2,Linux,Intermediate,True
SRM_STA_017,Node.js,Intermediate,True
SRM_STA_017,React,Advanced,False
SRM_STA_017,Python,Intermediate,True
SRM_STA_017,JavaScript,Advanced,True
SRM_STA_017_V2,Node.js,Intermediate,True
SRM_STA_017_V2,React,Intermediate,True
SRM_STA_017_V2,Python,Beginner,False
SRM_STA_017_V2,JavaScript,Intermediate,False
SRM_STA_018,GitHub,Beginner,True
SRM_STA_018,Docker,Intermediate,True
SRM_STA_018,PostgreSQL,Advanced,False
SRM_STA_018,Java,Advanced,True
SRM_STA_018_V2,GitHub,Beginner,True
SRM_STA_018_V2,Docker,Advanced,False
SRM_STA_018_V2,PostgreSQL,Advanced,True
SRM_STA_018_V2,Java,Beginner,False
SRM_STA_019,JavaScript,Advanced,True
SRM_STA_019,Docker,Intermediate,True
SRM_STA_019,PostgreSQL,Advanced,False
SRM_STA_019,SQL,Beginner,True
SRM_STA_019,Linux,Intermediate,True
SRM_STA_019,GitHub,Beginner,False
SRM_STA_019,MongoDB,Intermediate,False
SRM_STA_019,REST APIs,Intermediate,True
SRM_STA_019_V2,JavaScript,Beginner,True
SRM_STA_019_V2,Docker,Beginner,False
SRM_STA_019_V2,PostgreSQL,Intermediate,False
SRM_STA_019_V2,SQL,Intermediate,True
SRM_STA_019_V2,Linux,Intermediate,True
SRM_STA_019_V2,GitHub,Advanced,True
SRM_STA_019_V2,MongoDB,Beginner,True
SRM_STA_019_V2,REST APIs,Intermediate,True
SRM_STA_020,Pandas,Intermediate,True
SRM_STA_020,Azure,Intermediate,False
SRM_STA_020,SQL,Beginner,False
SRM_STA_020,PyTorch,Beginner,True
SRM_STA_020,Computer Vision,Intermediate,True
SRM_STA_020,NLP,Intermediate,False
SRM_STA_020,SpaCy,Intermediate,True
SRM_STA_020,MLflow,Intermediate,True
SRM_STA_020,Scikit-learn,Intermediate,True
SRM_STA_020_V2,Pandas,Intermediate,False
SRM_STA_020_V2,Azure,Advanced,True
SRM_STA_020_V2,SQL,Beginner,True
SRM_STA_020_V2,PyTorch,Advanced,True
SRM_STA_020_V2,Computer Vision,Beginner,True
SRM_STA_020_V2,NLP,Beginner,False
SRM_STA_020_V2,SpaCy,Intermediate,True
SRM_STA_020_V2,MLflow,Advanced,True
SRM_STA_020_V2,Scikit-learn,Advanced,True
SRM_STA_021,C++,Beginner,True
SRM_STA_021,Spring Boot,Intermediate,True
SRM_STA_021,React,Intermediate,True
SRM_STA_021,SQL,Beginner,False
SRM_STA_021,MongoDB,Intermediate,True
SRM_STA_021,Docker,Advanced,False
SRM_STA_021_V2,C++,Beginner,False
SRM_STA_021_V2,Spring Boot,Advanced,False
SRM_STA_021_V2,React,Advanced,False
SRM_STA_021_V2,SQL,Advanced,False
SRM_STA_021_V2,MongoDB,Intermediate,False
SRM_STA_021_V2,Docker,Beginner,True
SRM_STA_022,Kubernetes,Intermediate,False
SRM_STA_022,GCP,Advanced,True
SRM_STA_022,Azure,Intermediate,True
SRM_STA_022,Ansible,Intermediate,True
SRM_STA_022_V2,Kubernetes,Intermediate,True
SRM_STA_022_V2,GCP,Advanced,False
SRM_STA_022_V2,Azure,Advanced,False
SRM_STA_022_V2,Ansible,Advanced,True
SRM_STA_023,SQL,Intermediate,True
SRM_STA_023,Pandas,Beginner,False
SRM_STA_023,MLflow,Advanced,False
SRM_STA_023,OpenCV,Beginner,False
SRM_STA_023,SpaCy,Beginner,True
SRM_STA_023,Scikit-learn,Beginner,True
SRM_STA_023,NLP,Intermediate,False
SRM_STA_023,Python,Intermediate,True
SRM_STA_023,NumPy,Beginner,True
SRM_STA_023_V2,SQL,Advanced,True
SRM_STA_023_V2,Pandas,Beginner,False
SRM_STA_023_V2,MLflow,Beginner,True
SRM_STA_023_V2,OpenCV,Intermediate,True
SRM_STA_023_V2,SpaCy,Beginner,False
SRM_STA_023_V2,Scikit-learn,Intermediate,False
SRM_STA_023_V2,NLP,Advanced,False
SRM_STA_023_V2,Python,Intermediate,True
SRM_STA_023_V2,NumPy,Intermediate,True
SRM_STA_024,Blender,Beginner,True
SRM_STA_024,Illustrator,Beginner,True
SRM_STA_024,3D Modeling,Advanced,False
SRM_STA_024,C#,Advanced,False
SRM_STA_024,Photoshop,Advanced,True
SRM_STA_024,Concept Art,Advanced,True
SRM_STA_024_V2,Blender,Advanced,True
SRM_STA_024_V2,Illustrator,Intermediate,False
SRM_STA_024_V2,3D Modeling,Advanced,True
SRM_STA_024_V2,C#,Advanced,False
SRM_STA_024_V2,Photoshop,Advanced,False
SRM_STA_024_V2,Concept Art,Beginner,True
SRM_STA_025,Tableau,Advanced,True
SRM_STA_025,Power BI,Advanced,True
SRM_STA_025,Matplotlib,Advanced,False
SRM_STA_025,Scikit-learn,Intermediate,False
SRM_STA_025,NumPy,Advanced,True
SRM_STA_025,Pandas,Beginner,True
SRM_STA_025,R,Advanced,True
SRM_STA_025,Python,Beginner,False
SRM_STA_025_V2,Tableau,Advanced,False
SRM_STA_025_V2,Power BI,Advanced,True
SRM_STA_025_V2,Matplotlib,Advanced,True
SRM_STA_025_V2,Scikit-learn,Advanced,False
SRM_STA_025_V2,NumPy,Beginner,True
SRM_STA_025_V2,Pandas,Beginner,True
SRM_STA_025_V2,R,Advanced,True
SRM_STA_025_V2,Python,Beginner,True
SRM_STA_026,Linux,Intermediate,True
SRM_STA_026,AWS,Intermediate,True
SRM_STA_026,TypeScript,Intermediate,True
SRM_STA_026,Bootstrap,Intermediate,True
SRM_STA_026,JavaScript,Advanced,False
SRM_STA_026,REST APIs,Beginner,True
SRM_STA_026,Git,Intermediate,True
SRM_STA_026,Docker,Advanced,True
SRM_STA_026,Azure,Advanced,False
SRM_STA_026_V2,Linux,Intermediate,False
SRM_STA_026_V2,AWS,Beginner,True
SRM_STA_026_V2,TypeScript,Intermediate,True
SRM_STA_026_V2,Bootstrap,Beginner,False
SRM_STA_026_V2,JavaScript,Beginner,True
SRM_STA_026_V2,REST APIs,Intermediate,False
SRM_STA_026_V2,Git,Intermediate,True
SRM_STA_026_V2,Docker,Beginner,False
SRM_STA_026_V2,Azure,Intermediate,True
SRM_STA_027,SQL,Beginner,True
SRM_STA_027,MongoDB,Beginner,True
SRM_STA_027,Seaborn,Beginner,True
SRM_STA_027,NumPy,Advanced,True
SRM_STA_027,R,Advanced,True
SRM_STA_027,Hadoop,Beginner,True
SRM_STA_027,Spark,Advanced,False
SRM_STA_027,Tableau,Beginner,False
SRM_STA_027,TensorFlow,Intermediate,False
SRM_STA_027,Matplotlib,Intermediate,True
SRM_STA_027_V2,SQL,Beginner,True
SRM_STA_027_V2,MongoDB,Advanced,True
SRM_STA_027_V2,Seaborn,Beginner,True
SRM_STA_027_V2,NumPy,Intermediate,True
SRM_STA_027_V2,R,Intermediate,True
SRM_STA_027_V2,Hadoop,Advanced,True
SRM_STA_027_V2,Spark,Beginner,True
SRM_STA_027_V2,Tableau,Beginner,True
SRM_STA_027_V2,TensorFlow,Beginner,True
SRM_STA_027_V2,Matplotlib,Intermediate,True
SRM_STA_028,R,Advanced,True
SRM_STA_028,Power BI,Advanced,False
SRM_STA_028,Tableau,Intermediate,True
SRM_STA_028,TensorFlow,Intermediate,False
SRM_STA_028,NumPy,Advanced,True
SRM_STA_028,Scikit-learn,Intermediate,True
SRM_STA_028,Spark,Beginner,True
SRM_STA_028,Excel,Beginner,False
SRM_STA_028,Python,Intermediate,True
SRM_STA_028_V2,R,Advanced,False
SRM_STA_028_V2,Power BI,Beginner,False
SRM_STA_028_V2,Tableau,Intermediate,False
SRM_STA_028_V2,TensorFlow,Advanced,True
SRM_STA_028_V2,NumPy,Beginner,False
SRM_STA_028_V2,Scikit-learn,Beginner,True
SRM_STA_028_V2,Spark,Intermediate,True
SRM_STA_028_V2,Excel,Intermediate,False
SRM_STA_028_V2,Python,Intermediate,False
SRM_STA_029,Grafana,Intermediate,True
SRM_STA_029,Prometheus,Beginner,True
SRM_STA_029,Python,Advanced,True
SRM_STA_029,Kubernetes,Beginner,False
SRM_STA_029,Docker,Advanced,True
SRM_STA_029,Jenkins,Intermediate,False
SRM_STA_029_V2,Grafana,Beginner,False
SRM_STA_029_V2,Prometheus,Beginner,True
SRM_STA_029_V2,Python,Beginner,False
SRM_STA_029_V2,Kubernetes,Beginner,True
SRM_STA_029_V2,Docker,Intermediate,False
SRM_STA_029_V2,Jenkins,Beginner,False
SRM_STA_030,SQL,Intermediate,True
SRM_STA_030,Excel,Advanced,False
SRM_STA_030,Power BI,Beginner,True
SRM_STA_030,Tableau,Advanced,False
SRM_STA_030,TensorFlow,Advanced,False
SRM_STA_030,Spark,Beginner,False
SRM_STA_030,Scikit-learn,Beginner,True
SRM_STA_030,Hadoop,Intermediate,True
SRM_STA_030,NumPy,Advanced,True
SRM_STA_030_V2,SQL,Intermediate,True
SRM_STA_030_V2,Excel,Advanced,False
SRM_STA_030_V2,Power BI,Intermediate,False
SRM_STA_030_V2,Tableau,Beginner,False
SRM_STA_030_V2,TensorFlow,Beginner,False
SRM_STA_030_V2,Spark,Advanced,True
SRM_STA_030_V2,Scikit-learn,Advanced,False
SRM_STA_030_V2,Hadoop,Advanced,True
SRM_STA_030_V2,NumPy,Intermediate,True
SRM_STA_031,GitHub,Advanced,True
SRM_STA_031,SQL,Beginner,True
SRM_STA_031,Docker,Advanced,True
SRM_STA_031,Python,Intermediate,False
SRM_STA_031,Linux,Intermediate,False
SRM_STA_031,Java,Intermediate,True
SRM_STA_031,Spring Boot,Intermediate,True
SRM_STA_031,Django,Advanced,True
SRM_STA_031_V2,GitHub,Beginner,True
SRM_STA_031_V2,SQL,Advanced,True
SRM_STA_031_V2,Docker,Advanced,True
SRM_STA_031_V2,Python,Intermediate,True
SRM_STA_031_V2,Linux,Advanced,True
SRM_STA_031_V2,Java,Beginner,False
SRM_STA_031_V2,Spring Boot,Intermediate,True
SRM_STA_031_V2,Django,Advanced,True
SRM_STA_032,Java,Intermediate,True
SRM_STA_032,React,Beginner,False
SRM_STA_032,WebSockets,Intermediate,True
SRM_STA_032,SQL,Beginner,True
SRM_STA_032,Flask,Beginner,False
SRM_STA_032_V2,Java,Intermediate,False
SRM_STA_032_V2,React,Beginner,True
SRM_STA_032_V2,WebSockets,Intermediate,True
SRM_STA_032_V2,SQL,Beginner,False
SRM_STA_032_V2,Flask,Advanced,False
SRM_STA_033,OpenGL,Beginner,False
SRM_STA_033,Unreal Engine,Intermediate,False
SRM_STA_033,GLSL,Beginner,False
SRM_STA_033,Godot,Beginner,True
SRM_STA_033,Blender,Beginner,False
SRM_STA_033,Lua,Beginner,True
SRM_STA_033,Photoshop,Advanced,False
SRM_STA_033_V2,OpenGL,Intermediate,True
SRM_STA_033_V2,Unreal Engine,Advanced,True
SRM_STA_033_V2,GLSL,Advanced,False
SRM_STA_033_V2,Godot,Beginner,True
SRM_STA_033_V2,Blender,Advanced,False
SRM_STA_033_V2,Lua,Advanced,True
SRM_STA_033_V2,Photoshop,Intermediate,False
SRM_STA_034,JavaScript,Beginner,False
SRM_STA_034,WebSockets,Beginner,True
SRM_STA_034,Flask,Advanced,True
SRM_STA_034,React,Advanced,True
SRM_STA_034_V2,JavaScript,Intermediate,False
SRM_STA_034_V2,WebSockets,Intermediate,True
SRM_STA_034_V2,Flask,Beginner,True
SRM_STA_034_V2,React,Intermediate,True
SRM_STA_035,Linux,Intermediate,True
SRM_STA_035,SQL,Advanced,True
SRM_STA_035,Python,Beginner,True
SRM_STA_035,Java,Beginner,True
SRM_STA_035,PHP,Beginner,True
SRM_STA_035,Node.js,Advanced,False
SRM_STA_035,Git,Intermediate,True
SRM_STA_035,REST APIs,Advanced,False
SRM_STA_035_V2,Linux,Advanced,True
SRM_STA_035_V2,SQL,Advanced,True
SRM_STA_035_V2,Python,Advanced,False
SRM_STA_035_V2,Java,Intermediate,True
SRM_STA_035_V2,PHP,Advanced,True
SRM_STA_035_V2,Node.js,Beginner,True
SRM_STA_035_V2,Git,Intermediate,True
SRM_STA_035_V2,REST APIs,Intermediate,True
SRM_STA_036,NLP,Advanced,True
SRM_STA_036,OpenCV,Beginner,True
SRM_STA_036,NLTK,Beginner,False
SRM_STA_036,PyTorch,Beginner,True
SRM_STA_036,SpaCy,Intermediate,False
SRM_STA_036,TensorFlow,Beginner,True
SRM_STA_036_V2,NLP,Beginner,True
SRM_STA_036_V2,OpenCV,Intermediate,True
SRM_STA_036_V2,NLTK,Beginner,True
SRM_STA_036_V2,PyTorch,Advanced,True
SRM_STA_036_V2,SpaCy,Beginner,False
SRM_STA_036_V2,TensorFlow,Beginner,True
SRM_STA_037,Photoshop,Advanced,True
SRM_STA_037,Narrative Design,Advanced,True
SRM_STA_037,3D Modeling,Beginner,True
SRM_STA_037,Blender,Beginner,False
SRM_STA_037,Illustrator,Advanced,True
SRM_STA_037,Animation,Intermediate,False
SRM_STA_037,Concept Art,Intermediate,True
SRM_STA_037,Unreal Engine,Intermediate,True
SRM_STA_037,Maya,Beginner,False
SRM_STA_037,Figma,Beginner,True
SRM_STA_037_V2,Photoshop,Intermediate,True
SRM_STA_037_V2,Narrative Design,Beginner,True
SRM_STA_037_V2,3D Modeling,Beginner,True
SRM_STA_037_V2,Blender,Beginner,True
SRM_STA_037_V2,Illustrator,Intermediate,True
SRM_STA_037_V2,Animation,Beginner,False
SRM_STA_037_V2,Concept Art,Advanced,True
SRM_STA_037_V2,Unreal Engine,Intermediate,True
SRM_STA_037_V2,Maya,Intermediate,True
SRM_STA_037_V2,Figma,Advanced,True
SRM_STA_038,Azure,Intermediate,False
SRM_STA_038,Python,Advanced,False
SRM_STA_038,Ansible,Advanced,True
SRM_STA_038,Bash,Beginner,True
SRM_STA_038,Terraform,Beginner,True
SRM_STA_038,Jenkins,Beginner,True
SRM_STA_038,Docker,Advanced,True
SRM_STA_038,GCP,Advanced,True
SRM_STA_038_V2,Azure,Beginner,False
SRM_STA_038_V2,Python,Advanced,False
SRM_STA_038_V2,Ansible,Advanced,False
SRM_STA_038_V2,Bash,Advanced,True
SRM_STA_038_V2,Terraform,Beginner,True
SRM_STA_038_V2,Jenkins,Beginner,True
SRM_STA_038_V2,Docker,Intermediate,True
SRM_STA_038_V2,GCP,Beginner,True
SRM_STA_039,Metasploit,Intermediate,True
SRM_STA_039,Penetration Testing,Advanced,False
SRM_STA_039,Bash,Advanced,True
SRM_STA_039,Network Security,Advanced,True
SRM_STA_039,SQL,Advanced,True
SRM_STA_039,SIEM,Advanced,False
SRM_STA_039,Linux,Intermediate,True
SRM_STA_039,Git,Advanced,True
SRM_STA_039_V2,Metasploit,Intermediate,True
SRM_STA_039_V2,Penetration Testing,Advanced,False
SRM_STA_039_V2,Bash,Advanced,False
SRM_STA_039_V2,Network Security,Intermediate,False
SRM_STA_039_V2,SQL,Advanced,True
SRM_STA_039_V2,SIEM,Intermediate,True
SRM_STA_039_V2,Linux,Intermediate,False
SRM_STA_039_V2,Git,Intermediate,True
SRM_STA_040,R,Advanced,False
SRM_STA_040,Matplotlib,Advanced,True
SRM_STA_040,SQL,Advanced,True
SRM_STA_040,TensorFlow,Beginner,True
SRM_STA_040,Spark,Advanced,True
SRM_STA_040,MongoDB,Advanced,True
SRM_STA_040,Power BI,Intermediate,True
SRM_STA_040_V2,R,Advanced,True
SRM_STA_040_V2,Matplotlib,Intermediate,True
SRM_STA_040_V2,SQL,Intermediate,False
SRM_STA_040_V2,TensorFlow,Intermediate,True
SRM_STA_040_V2,Spark,Intermediate,True
SRM_STA_040_V2,MongoDB,Advanced,False
SRM_STA_040_V2,Power BI,Beginner,False
SRM_STA_041,MATLAB,Advanced,True
SRM_STA_041,Python,Intermediate,True
SRM_STA_041,PLC,Intermediate,True
SRM_STA_041,Excel,Advanced,False
SRM_STA_041,Data Analysis,Advanced,False
SRM_STA_041,SQL,Beginner,False
SRM_STA_041,Git,Beginner,False
SRM_STA_041,ANSYS,Intermediate,True
SRM_STA_042,MATLAB,Advanced,False
SRM_STA_042,Python,Intermediate,True
SRM_STA_042,VHDL,Intermediate,True
SRM_STA_042,Arduino,Beginner,True
SRM_STA_042,SCADA,Intermediate,False
SRM_STA_042,PLC,Intermediate,True
SRM_STA_042,NumPy,Intermediate,False
SRM_STA_042,Pandas,Intermediate,True
SRM_STA_043,C#,Intermediate,True
SRM_STA_043,Lua,Intermediate,True
SRM_STA_043,Maya,Beginner,False
SRM_STA_043,Unreal Engine,Intermediate,True
SRM_STA_043,Unity,Advanced,True
SRM_STA_043,Animation,Beginner,False
SRM_STA_043,3D Modeling,Intermediate,True
SRM_STA_043,Firebase,Intermediate,True
SRM_STA_044,TypeScript,Intermediate,True
SRM_STA_044,JavaScript,Advanced,True
SRM_STA_044,PHP,Beginner,True
SRM_STA_044,Java,Advanced,True
SRM_STA_044,Spring Boot,Intermediate,False
SRM_STA_044,Node.js,Advanced,False
SRM_STA_044,React,Advanced,False
SRM_STA_044,REST APIs,Intermediate,True
SRM_STA_045,Python,Advanced,False
SRM_STA_045,Bash,Intermediate,False
SRM_STA_045,Go,Intermediate,False
SRM_STA_045,JavaScript,Advanced,True
SRM_STA_045,Jenkins,Intermediate,False
SRM_STA_045,Terraform,Beginner,True
SRM_STA_045,Ansible,Intermediate,True
SRM_STA_045,Linux,Intermediate,False
